id,name,year,code,url,slug,location,sgl_draw_url,sgl_pdf_url,indoor_outdoor,surface,series_id,series_category_id,start_dtm,finish_dtm,sgl_draw_qty,dbl_draw_qty,prize_money,prize_currency,country_code 
2006-M-DC-2006-G3-EPA-B-PP1-4-NGR-GHA-01,"Group III, Europe/Africa, Zone B, 1st to 4th Play-off, Round Robin",2006,M-DC-2006-G3-EPA-B-PP1-4-NGR-GHA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G3-EPA-B-PP1-4-NGR-GHA-01,,Gaborone,,,Outdoor,Hard,dc,dc,20060729,20060730,,,,,BOT
2006-M-DC-2006-G3-EPA-B-PP5-8-CIV-BOT-01,"Group III, Europe/Africa, Zone B, 5th to 8th Play-off, Round Robin",2006,M-DC-2006-G3-EPA-B-PP5-8-CIV-BOT-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G3-EPA-B-PP5-8-CIV-BOT-01,,Gaborone,,,Outdoor,Hard,dc,dc,20060729,20060730,,,,,BOT
2006-M-DC-2006-G3-EPA-B-PP5-8-TUN-CIV-01,"Group III, Europe/Africa, Zone B, 5th to 8th Play-off, Round Robin",2006,M-DC-2006-G3-EPA-B-PP5-8-TUN-CIV-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G3-EPA-B-PP5-8-TUN-CIV-01,,Gaborone,,,Outdoor,Hard,dc,dc,20060729,20060729,,,,,BOT
2006-M-DC-2006-G3-EPA-B-PP5-8-TUN-RWA-01,"Group III, Europe/Africa, Zone B, 5th to 8th Play-off, Round Robin",2006,M-DC-2006-G3-EPA-B-PP5-8-TUN-RWA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G3-EPA-B-PP5-8-TUN-RWA-01,,Gaborone,,,Outdoor,Hard,dc,dc,20060729,20060730,,,,,BOT
2006-M-DC-2006-G3-EPA-B-PP1-4-DEN-GHA-01,"Group III, Europe/Africa, Zone B, 1st to 4th Play-off, Round Robin",2006,M-DC-2006-G3-EPA-B-PP1-4-DEN-GHA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G3-EPA-B-PP1-4-DEN-GHA-01,,Gaborone,,,Outdoor,Hard,dc,dc,20060730,20060730,,,,,BOT
2006-M-DC-2006-G3-EPA-B-PP1-4-NAM-NGR-01,"Group III, Europe/Africa, Zone B, 1st to 4th Play-off, Round Robin",2006,M-DC-2006-G3-EPA-B-PP1-4-NAM-NGR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G3-EPA-B-PP1-4-NAM-NGR-01,,Gaborone,,,Outdoor,Hard,dc,dc,20060730,20060730,,,,,BOT
2006-M-DC-2006-G3-EPA-B-PP5-8-RWA-BOT-01,"Group III, Europe/Africa, Zone B, 5th to 8th Play-off, Round Robin",2006,M-DC-2006-G3-EPA-B-PP5-8-RWA-BOT-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G3-EPA-B-PP5-8-RWA-BOT-01,,Gaborone,,,Outdoor,Hard,dc,dc,20060730,20060730,,,,,BOT
2006-M-DC-2006-G3-EPA-B-PP5-8-RWA-CIV-01,"Group III, Europe/Africa, Zone B, 5th to 8th Play-off, Round Robin",2006,M-DC-2006-G3-EPA-B-PP5-8-RWA-CIV-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G3-EPA-B-PP5-8-RWA-CIV-01,,Gaborone,,,Outdoor,Hard,dc,dc,20060730,20060730,,,,,BOT
2006-M-DC-2006-G3-EPA-B-PP5-8-TUN-BOT-01,"Group III, Europe/Africa, Zone B, 5th to 8th Play-off, Round Robin",2006,M-DC-2006-G3-EPA-B-PP5-8-TUN-BOT-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G3-EPA-B-PP5-8-TUN-BOT-01,,Gaborone,,,Outdoor,Hard,dc,dc,20060730,20060730,,,,,BOT
2006-M-DC-2006-G1-AM-REL-ECU-VEN-01,"Group I, Americas, Relegation Play-off",2006,M-DC-2006-G1-AM-REL-ECU-VEN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G1-AM-REL-ECU-VEN-01,,Higuerote,,,Outdoor,Hard,dc,dc,20060922,20060924,,,,,VEN
2006-M-DC-2006-G1-AO-REL-PAK-CHN-01,"Group I, Asia/Oceania, Relegation Play-off",2006,M-DC-2006-G1-AO-REL-PAK-CHN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G1-AO-REL-PAK-CHN-01,,China,,,Indoor,Hard,dc,dc,20060922,20060924,,,,,CHN
2006-M-DC-2006-G1-EPA-REL-GBR-UKR-01,"Group I, Europe/Africa, Relegation Play-off",2006,M-DC-2006-G1-EPA-REL-GBR-UKR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G1-EPA-REL-GBR-UKR-01,,Odessa,,,Outdoor,Clay,dc,dc,20060922,20060924,,,,,UKR
2006-M-DC-2006-G1-EPA-REL-MAR-POR-01,"Group I, Europe/Africa, Relegation Play-off",2006,M-DC-2006-G1-EPA-REL-MAR-POR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G1-EPA-REL-MAR-POR-01,,Marrakech,,,Outdoor,Clay,dc,dc,20060922,20060924,,,,,MAR
2006-M-DC-2006-G2-AM-M-COL-DOM-01,"Group II, Americas",2006,M-DC-2006-G2-AM-M-COL-DOM-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G2-AM-M-COL-DOM-01,,Santo Domingo,,,Outdoor,Hard,dc,dc,20060922,20060924,,,,,DOM
2006-M-DC-2006-G2-AO-M-KAZ-INA-01,"Group II, Asia/Oceania",2006,M-DC-2006-G2-AO-M-KAZ-INA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G2-AO-M-KAZ-INA-01,,Almaty,,,Indoor,Hard,dc,dc,20060922,20060924,,,,,KAZ
2006-M-DC-2006-G2-EPA-M-HUN-GEO-01,"Group II, Europe/Africa",2006,M-DC-2006-G2-EPA-M-HUN-GEO-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G2-EPA-M-HUN-GEO-01,,Budapest,,,Outdoor,Clay,dc,dc,20060922,20060924,,,,,HUN
2006-M-DC-2006-G2-EPA-M-MKD-FIN-01,"Group II, Europe/Africa",2006,M-DC-2006-G2-EPA-M-MKD-FIN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-G2-EPA-M-MKD-FIN-01,,Macedonia,,,Outdoor,Clay,dc,dc,20060922,20060924,,,,,MKD
2006-M-DC-2006-WG-M-ARG-AUS-01,World Group,2006,M-DC-2006-WG-M-ARG-AUS-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-M-ARG-AUS-01,,Buenos Aires,,,Outdoor,Clay,dc,dc,20060922,20060924,,,,,ARG
2006-M-DC-2006-WG-M-RUS-USA-01,World Group,2006,M-DC-2006-WG-M-RUS-USA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-M-RUS-USA-01,,Moscow,,,Indoor,Clay,dc,dc,20060922,20060924,,,,,RUS
2006-M-DC-2006-WG-PO-AUT-MEX-01,"World Group, Play-off",2006,M-DC-2006-WG-PO-AUT-MEX-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-PO-AUT-MEX-01,,Portschach,,,Outdoor,Clay,dc,dc,20060922,20060924,,,,,AUT
2006-M-DC-2006-WG-PO-ESP-ITA-01,"World Group, Play-off",2006,M-DC-2006-WG-PO-ESP-ITA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-PO-ESP-ITA-01,,Santander,,,Outdoor,Clay,dc,dc,20060922,20060924,,,,,ESP
2006-M-DC-2006-WG-PO-GER-THA-01,"World Group, Play-off",2006,M-DC-2006-WG-PO-GER-THA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-PO-GER-THA-01,,Dusseldorf,,,Outdoor,Clay,dc,dc,20060922,20060924,,,,,GER
2006-M-DC-2006-WG-PO-NED-CZE-01,"World Group, Play-off",2006,M-DC-2006-WG-PO-NED-CZE-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-PO-NED-CZE-01,,Leiden,,,Indoor,Carpet,dc,dc,20060922,20060924,,,,,NED
2006-M-DC-2006-WG-PO-ROU-KOR-01,"World Group, Play-off",2006,M-DC-2006-WG-PO-ROU-KOR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-PO-ROU-KOR-01,,Bucharest,,,Outdoor,Clay,dc,dc,20060922,20060924,,,,,ROU
2006-M-DC-2006-WG-PO-SUI-SCG-01,"World Group, Play-off",2006,M-DC-2006-WG-PO-SUI-SCG-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-PO-SUI-SCG-01,,Geneva,,,Indoor,Hard,dc,dc,20060922,20060924,,,,,SUI
2006-M-DC-2006-WG-PO-SVK-BEL-01,"World Group, Play-off",2006,M-DC-2006-WG-PO-SVK-BEL-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-PO-SVK-BEL-01,,National Tennis Centre,,,Indoor,Hard,dc,dc,20060922,20060924,,,,,SVK
2006-M-DC-2006-WG-PO-SWE-BRA-01,"World Group, Play-off",2006,M-DC-2006-WG-PO-SWE-BRA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-PO-SWE-BRA-01,,Belo Horizonte,,,Outdoor,Clay,dc,dc,20060922,20060925,,,,,BRA
2006-M-DC-2006-WG-M-ARG-RUS-01,World Group,2006,M-DC-2006-WG-M-ARG-RUS-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2006-WG-M-ARG-RUS-01,,Moscow,,,Indoor,Carpet,dc,dc,20061201,20061203,,,,,RUS
2007-M-DC-2007-G1-AM-M-COL-CAN-01,"Group I, Americas",2007,M-DC-2007-G1-AM-M-COL-CAN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AM-M-COL-CAN-01,,Calgary,,,Indoor,Carpet,dc,dc,20070209,20070211,,,,,CAN
2007-M-DC-2007-G1-AM-M-VEN-PER-01,"Group I, Americas",2007,M-DC-2007-G1-AM-M-VEN-PER-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AM-M-VEN-PER-01,,Asia,,,Outdoor,Clay,dc,dc,20070209,20070211,,,,,PER
2007-M-DC-2007-G1-AO-M-JPN-CHN-01,"Group I, Asia/Oceania",2007,M-DC-2007-G1-AO-M-JPN-CHN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AO-M-JPN-CHN-01,,Beijing,,,Indoor,Hard,dc,dc,20070209,20070211,,,,,CHN
2007-M-DC-2007-G1-AO-M-KAZ-KOR-01,"Group I, Asia/Oceania",2007,M-DC-2007-G1-AO-M-KAZ-KOR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AO-M-KAZ-KOR-01,,Korea,,,Indoor,Carpet,dc,dc,20070209,20070211,,,,,KOR
2007-M-DC-2007-G1-AO-M-THA-TPE-01,"Group I, Asia/Oceania",2007,M-DC-2007-G1-AO-M-THA-TPE-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AO-M-THA-TPE-01,,Taipei County,,,Indoor,Carpet,dc,dc,20070209,20070211,,,,,TPE
2007-M-DC-2007-G1-AO-M-UZB-IND-01,"Group I, Asia/Oceania",2007,M-DC-2007-G1-AO-M-UZB-IND-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AO-M-UZB-IND-01,,Namangan,,,Indoor,Clay,dc,dc,20070209,20070211,,,,,UZB
2007-M-DC-2007-G1-EPA-M-GEO-POR-01,"Group I, Europe/Africa",2007,M-DC-2007-G1-EPA-M-GEO-POR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-EPA-M-GEO-POR-01,,Tbilisi,,,Indoor,Carpet,dc,dc,20070209,20070211,,,,,GEO
2007-M-DC-2007-G1-EPA-M-ISR-LUX-01,"Group I, Europe/Africa",2007,M-DC-2007-G1-EPA-M-ISR-LUX-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-EPA-M-ISR-LUX-01,,Ramat Hasharon,,,Outdoor,Hard,dc,dc,20070209,20070211,,,,,ISR
2007-M-DC-2007-G2-AM-M-CUB-PAR-01,"Group II, Americas",2007,M-DC-2007-G2-AM-M-CUB-PAR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AM-M-CUB-PAR-01,,Great Asuncion,,,Outdoor,Clay,dc,dc,20070209,20070211,,,,,PAR
2007-M-DC-2007-G2-AM-M-ECU-AHO-01,"Group II, Americas",2007,M-DC-2007-G2-AM-M-ECU-AHO-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AM-M-ECU-AHO-01,,Guayaquil,,,Outdoor,Clay,dc,dc,20070209,20070211,,,,,ECU
2007-M-DC-2007-G2-AM-M-ESA-DOM-01,"Group II, Americas",2007,M-DC-2007-G2-AM-M-ESA-DOM-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AM-M-ESA-DOM-01,,Santo Domingo,,,Outdoor,Hard,dc,dc,20070209,20070211,,,,,DOM
2007-M-DC-2007-G2-AM-M-URU-JAM-01,"Group II, Americas",2007,M-DC-2007-G2-AM-M-URU-JAM-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AM-M-URU-JAM-01,,Punta del Este,,,Outdoor,Clay,dc,dc,20070209,20070211,,,,,URU
2007-M-DC-2007-G2-AO-M-HKG-INA-01,"Group II, Asia/Oceania",2007,M-DC-2007-G2-AO-M-HKG-INA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AO-M-HKG-INA-01,,Hong Kong,,,Outdoor,Hard,dc,dc,20070209,20070211,,,,,HKG
2007-M-DC-2007-G2-AO-M-IRI-KUW-01,"Group II, Asia/Oceania",2007,M-DC-2007-G2-AO-M-IRI-KUW-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AO-M-IRI-KUW-01,,Kuwait City,,,Outdoor,Hard,dc,dc,20070209,20070211,,,,,KUW
2007-M-DC-2007-G2-AO-M-NZL-POC-01,"Group II, Asia/Oceania",2007,M-DC-2007-G2-AO-M-NZL-POC-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AO-M-NZL-POC-01,,Dunedin,,,Indoor,Carpet,dc,dc,20070209,20070211,,,,,NZL
2007-M-DC-2007-G2-AO-M-PAK-PHI-01,"Group II, Asia/Oceania",2007,M-DC-2007-G2-AO-M-PAK-PHI-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AO-M-PAK-PHI-01,,Manila,,,Outdoor,Hard,dc,dc,20070209,20070211,,,,,PHI
2007-M-DC-2007-WG-M-AUS-BEL-01,World Group,2007,M-DC-2007-WG-M-AUS-BEL-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-AUS-BEL-01,,Liege,,,Indoor,Clay,dc,dc,20070209,20070211,,,,,BEL
2007-M-DC-2007-WG-M-AUT-ARG-01,World Group,2007,M-DC-2007-WG-M-AUT-ARG-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-AUT-ARG-01,,Linz,,,Indoor,Carpet,dc,dc,20070209,20070211,,,,,AUT
2007-M-DC-2007-WG-M-CRO-GER-01,World Group,2007,M-DC-2007-WG-M-CRO-GER-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-CRO-GER-01,,Krefeld,,,Indoor,Hard,dc,dc,20070209,20070211,,,,,GER
2007-M-DC-2007-WG-M-CZE-USA-01,World Group,2007,M-DC-2007-WG-M-CZE-USA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-CZE-USA-01,,Ostrava,,,Indoor,Clay,dc,dc,20070209,20070211,,,,,CZE
2007-M-DC-2007-WG-M-FRA-ROU-01,World Group,2007,M-DC-2007-WG-M-FRA-ROU-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-FRA-ROU-01,,Clermont-Ferrand,,,Indoor,Hard,dc,dc,20070209,20070211,,,,,FRA
2007-M-DC-2007-WG-M-RUS-CHI-01,World Group,2007,M-DC-2007-WG-M-RUS-CHI-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-RUS-CHI-01,,La Serena,,,Outdoor,Clay,dc,dc,20070209,20070211,,,,,CHI
2007-M-DC-2007-WG-M-SUI-ESP-01,World Group,2007,M-DC-2007-WG-M-SUI-ESP-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-SUI-ESP-01,,Geneva,,,Indoor,Carpet,dc,dc,20070209,20070211,,,,,SUI
2007-M-DC-2007-WG-M-SWE-BLR-01,World Group,2007,M-DC-2007-WG-M-SWE-BLR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-SWE-BLR-01,,Minsk,,,Indoor,Hard,dc,dc,20070209,20070211,,,,,BLR
2007-M-DC-2007-G1-AM-M-CAN-BRA-01,"Group I, Americas",2007,M-DC-2007-G1-AM-M-CAN-BRA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AM-M-CAN-BRA-01,,Florianopolis,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,BRA
2007-M-DC-2007-G1-AM-M-MEX-PER-01,"Group I, Americas",2007,M-DC-2007-G1-AM-M-MEX-PER-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AM-M-MEX-PER-01,,Asia,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,PER
2007-M-DC-2007-G1-AO-M-THA-JPN-01,"Group I, Asia/Oceania",2007,M-DC-2007-G1-AO-M-THA-JPN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AO-M-THA-JPN-01,,Osaka,,,Indoor,Carpet,dc,dc,20070406,20070408,,,,,JPN
2007-M-DC-2007-G1-AO-M-UZB-KOR-01,"Group I, Asia/Oceania",2007,M-DC-2007-G1-AO-M-UZB-KOR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AO-M-UZB-KOR-01,,Korea,,,Outdoor,Hard,dc,dc,20070406,20070408,,,,,KOR
2007-M-DC-2007-G1-AO-REL-IND-KAZ-01,"Group I, Asia/Oceania, Relegation Play-off",2007,M-DC-2007-G1-AO-REL-IND-KAZ-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AO-REL-IND-KAZ-01,,Almaty,,,Indoor,Hard,dc,dc,20070406,20070408,,,,,KAZ
2007-M-DC-2007-G1-AO-REL-TPE-CHN-01,"Group I, Asia/Oceania, Relegation Play-off",2007,M-DC-2007-G1-AO-REL-TPE-CHN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-AO-REL-TPE-CHN-01,,Taipei,,,Indoor,Carpet,dc,dc,20070406,20070408,,,,,TPE
2007-M-DC-2007-G1-EPA-M-GBR-NED-01,"Group I, Europe/Africa",2007,M-DC-2007-G1-EPA-M-GBR-NED-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-EPA-M-GBR-NED-01,,Birmingham,,,Indoor,Hard,dc,dc,20070406,20070408,,,,,GBR
2007-M-DC-2007-G1-EPA-M-GEO-SRB-01,"Group I, Europe/Africa",2007,M-DC-2007-G1-EPA-M-GEO-SRB-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-EPA-M-GEO-SRB-01,,Belgrade,,,Indoor,Clay,dc,dc,20070406,20070408,,,,,SRB
2007-M-DC-2007-G1-EPA-M-ITA-ISR-01,"Group I, Europe/Africa",2007,M-DC-2007-G1-EPA-M-ITA-ISR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-EPA-M-ITA-ISR-01,,Ramat Hasharon,,,Outdoor,Hard,dc,dc,20070406,20070408,,,,,ISR
2007-M-DC-2007-G1-EPA-M-SVK-MKD-01,"Group I, Europe/Africa",2007,M-DC-2007-G1-EPA-M-SVK-MKD-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G1-EPA-M-SVK-MKD-01,,Macedonia,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,MKD
2007-M-DC-2007-G2-AM-M-DOM-PAR-01,"Group II, Americas",2007,M-DC-2007-G2-AM-M-DOM-PAR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AM-M-DOM-PAR-01,,Lambare,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,PAR
2007-M-DC-2007-G2-AM-M-ECU-URU-01,"Group II, Americas",2007,M-DC-2007-G2-AM-M-ECU-URU-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AM-M-ECU-URU-01,,Punta del Este,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,URU
2007-M-DC-2007-G2-AM-REL-AHO-JAM-01,"Group II, Americas, Relegation Play-off",2007,M-DC-2007-G2-AM-REL-AHO-JAM-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AM-REL-AHO-JAM-01,,Kingston 5,,,Outdoor,Hard,dc,dc,20070406,20070408,,,,,JAM
2007-M-DC-2007-G2-AM-REL-ESA-CUB-01,"Group II, Americas, Relegation Play-off",2007,M-DC-2007-G2-AM-REL-ESA-CUB-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AM-REL-ESA-CUB-01,,Santa Tecla,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,ESA
2007-M-DC-2007-G2-AO-M-KUW-INA-01,"Group II, Asia/Oceania",2007,M-DC-2007-G2-AO-M-KUW-INA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AO-M-KUW-INA-01,,Meshref,,,Outdoor,Hard,dc,dc,20070406,20070408,,,,,KUW
2007-M-DC-2007-G2-AO-M-PHI-NZL-01,"Group II, Asia/Oceania",2007,M-DC-2007-G2-AO-M-PHI-NZL-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AO-M-PHI-NZL-01,,Auckland,,,Outdoor,Carpet,dc,dc,20070406,20070408,,,,,NZL
2007-M-DC-2007-G2-AO-REL-IRI-HKG-01,"Group II, Asia/Oceania, Relegation Play-off",2007,M-DC-2007-G2-AO-REL-IRI-HKG-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AO-REL-IRI-HKG-01,,Tehran,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,IRI
2007-M-DC-2007-G2-AO-REL-PAK-POC-01,"Group II, Asia/Oceania, Relegation Play-off",2007,M-DC-2007-G2-AO-REL-PAK-POC-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-AO-REL-PAK-POC-01,,Apia,,,Outdoor,Hard,dc,dc,20070406,20070408,,,,,POC
2007-M-DC-2007-G2-EPA-M-CYP-FIN-01,"Group II, Europe/Africa",2007,M-DC-2007-G2-EPA-M-CYP-FIN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-EPA-M-CYP-FIN-01,,Nicosia,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,CYP
2007-M-DC-2007-G2-EPA-M-LAT-BUL-01,"Group II, Europe/Africa",2007,M-DC-2007-G2-EPA-M-LAT-BUL-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-EPA-M-LAT-BUL-01,,Jurmala,,,Indoor,Carpet,dc,dc,20070406,20070408,,,,,LAT
2007-M-DC-2007-G2-EPA-M-MAR-DEN-01,"Group II, Europe/Africa",2007,M-DC-2007-G2-EPA-M-MAR-DEN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-EPA-M-MAR-DEN-01,,Agdal,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,MAR
2007-M-DC-2007-G2-EPA-M-MON-ALG-01,"Group II, Europe/Africa",2007,M-DC-2007-G2-EPA-M-MON-ALG-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-EPA-M-MON-ALG-01,,Algiers,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,ALG
2007-M-DC-2007-G2-EPA-M-NOR-HUN-01,"Group II, Europe/Africa",2007,M-DC-2007-G2-EPA-M-NOR-HUN-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-EPA-M-NOR-HUN-01,,Oslo,,,Indoor,Hard,dc,dc,20070406,20070408,,,,,NOR
2007-M-DC-2007-G2-EPA-M-POL-NGR-01,"Group II, Europe/Africa",2007,M-DC-2007-G2-EPA-M-POL-NGR-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-EPA-M-POL-NGR-01,,Abuja,,,Outdoor,Hard,dc,dc,20070406,20070408,,,,,NGR
2007-M-DC-2007-G2-EPA-M-SLO-EST-01,"Group II, Europe/Africa",2007,M-DC-2007-G2-EPA-M-SLO-EST-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-EPA-M-SLO-EST-01,,Tallinn,,,Indoor,Carpet,dc,dc,20070406,20070408,,,,,EST
2007-M-DC-2007-G2-EPA-M-UKR-GRE-01,"Group II, Europe/Africa",2007,M-DC-2007-G2-EPA-M-UKR-GRE-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G2-EPA-M-UKR-GRE-01,,Ioannina,,,Outdoor,Clay,dc,dc,20070406,20070408,,,,,GRE
2007-M-DC-2007-WG-M-GER-BEL-01,World Group,2007,M-DC-2007-WG-M-GER-BEL-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-GER-BEL-01,,Ostend,,,Indoor,Clay,dc,dc,20070406,20070408,,,,,BEL
2007-M-DC-2007-WG-M-RUS-FRA-01,World Group,2007,M-DC-2007-WG-M-RUS-FRA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-RUS-FRA-01,,Moscow,,,Indoor,Clay,dc,dc,20070406,20070408,,,,,RUS
2007-M-DC-2007-WG-M-SWE-ARG-01,World Group,2007,M-DC-2007-WG-M-SWE-ARG-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-SWE-ARG-01,,Gothenburg,,,Indoor,Carpet,dc,dc,20070406,20070408,,,,,SWE
2007-M-DC-2007-WG-M-USA-ESP-01,World Group,2007,M-DC-2007-WG-M-USA-ESP-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-WG-M-USA-ESP-01,,NC,,,Indoor,Hard,dc,dc,20070406,20070408,,,,,USA
2007-M-DC-2007-G3-EPA-A-A-M-BIH-MDA-01,"Group III, Europe/Africa, Zone A, Group A, Round Robin",2007,M-DC-2007-G3-EPA-A-A-M-BIH-MDA-01,https://www.daviscup.com/en/draws-results/tie.aspx?id=M-DC-2007-G3-EPA-A-A-M-BIH-MDA-01,,Cairo,,,Outdoor,Clay,dc,dc,20070509,20070509,,,,,EGY
