id,tournament_id,stadie_id,match_order,match_ret,winner_id,winner_name,winner_citizenship,winner_age,loser_id,loser_name,loser_citizenship,loser_age,match_score,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,stats_url,match_duration,win_aces,win_double_faults,win_first_serves_in,win_first_serves_total,win_first_serve_points_won,win_first_serve_points_total,win_second_serve_points_won,win_second_serve_points_total,win_break_points_saved,win_break_points_serve_total,win_service_points_won,win_service_points_total,win_first_serve_return_won,win_first_serve_return_total,win_second_serve_return_won,win_second_serve_return_total,win_break_points_converted,win_break_points_return_total,win_service_games_played,win_return_games_played,win_return_points_won,win_return_points_total,win_total_points_won,win_total_points_total,win_winners,win_forced_errors,win_unforced_errors,win_net_points_won,win_net_points_total,win_fastest_first_serves_kmh,win_average_first_serves_kmh,win_fastest_second_serve_kmh,win_average_second_serve_kmh,los_aces,los_double_faults,los_first_serves_in,los_first_serves_total,los_first_serve_points_won,los_first_serve_points_total,los_second_serve_points_won,los_second_serve_points_total,los_break_points_saved,los_break_points_serve_total,los_service_points_won,los_service_points_total,los_first_serve_return_won,los_first_serve_return_total,los_second_serve_return_won,los_second_serve_return_total,los_break_points_converted,los_break_points_return_total,los_service_games_played,los_return_games_played,los_return_points_won,los_return_points_total,los_total_points_won,los_total_points_total,los_winners,los_forced_errors,los_unforced_errors,los_net_points_won,los_net_points_total,los_fastest_first_serves_kmh,los_average_first_serves_kmh,los_fastest_second_serve_kmh,los_average_second_serve_kmh
2004-M-DC-2004-G3-AM-A-M-BOL-PAN-01-800199627-800236599-RR,2004-M-DC-2004-G3-AM-A-M-BOL-PAN-01,RR,2,,800199627,Javier Taborga,BOL,24.803,800236599,Alberto Gonzalez,PAN,16.241,64 64,2,0,12,8,0,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-AM-A-M-BOL-PAN-01_2.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-M-DC-2004-G3-AM-A-M-BOL-PAN-01-800242534-800189383-RR,2004-M-DC-2004-G3-AM-A-M-BOL-PAN-01,RR,1,,800242534,Carlos Alvarez,BOL,17.107,800189383,Chadd Valdes,PAN,32.712,63 75,2,0,13,8,0,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-AM-A-M-BOL-PAN-01_1.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-M-DC-2004-G3-AM-A-M-COL-HON-01-800211932-800193812-RR,2004-M-DC-2004-G3-AM-A-M-COL-HON-01,RR,2,,800211932,Alejandro Falla,COL,20.223,800193812,Francklin Garcia,HON,27.083,62 63,2,0,12,5,0,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-AM-A-M-COL-HON-01_2.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-M-DC-2004-G3-AM-A-M-COL-HON-01-800631048-800195576-RR,2004-M-DC-2004-G3-AM-A-M-COL-HON-01,RR,1,,800631048,Michael Quintero aguilar,COL,23.564,800195576,Carlos Caceres,HON,29.709,75 63,2,0,13,8,0,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-AM-A-M-COL-HON-01_1.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-M-DC-2004-G3-AM-B-M-AHO-TRI-01-800195277-800217540-RR,2004-M-DC-2004-G3-AM-B-M-AHO-TRI-01,RR,2,,800195277,Jean-Julien Rojer,NED,22.443,800217540,Dexter Mahase,TTO,19.505,61 62,2,0,12,3,0,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-AM-B-M-AHO-TRI-01_2.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-M-DC-2004-G3-AM-B-M-AHO-TRI-01-800717809-800195674-RR,2004-M-DC-2004-G3-AM-B-M-AHO-TRI-01,RR,1,,800717809,Richard Brown,TTO,20.58,800195674,Piet Hein Boekel,AHO,28.352,64 60,2,0,12,4,0,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-AM-B-M-AHO-TRI-01_1.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-M-DC-2004-G3-AM-B-M-ESA-ISV-01-800220535-800210590-RR,2004-M-DC-2004-G3-AM-B-M-ESA-ISV-01,RR,2,,800220535,Rafael Arevalo,ESA,17.583,800210590,Terrance Eugene Highfield,ISV,30.311,62 60,2,0,12,2,0,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-AM-B-M-ESA-ISV-01_2.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-M-DC-2004-G3-AM-B-M-ESA-ISV-01-800223707-800190575-RR,2004-M-DC-2004-G3-AM-B-M-ESA-ISV-01,RR,1,,800223707,Jaime Cuellar,ESA,19.088,800190575,John Richards,ISV,25.298,61 76(2),2,0,13,7,1,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-AM-B-M-ESA-ISV-01_1.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-M-DC-2004-G3-EPA-B-A-M-CYP-LTU-01-800183073-800208856-RR,2004-M-DC-2004-G3-EPA-B-A-M-CYP-LTU-01,RR,1,,800183073,Rolandas Muraska,LTU,30.892,800208856,Photos Kallias,CYP,19.911,61 64,2,0,12,5,0,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-EPA-B-A-M-CYP-LTU-01_1.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-M-DC-2004-G3-EPA-B-A-M-CYP-LTU-01-800213585-800212282-RR,2004-M-DC-2004-G3-EPA-B-A-M-CYP-LTU-01,RR,2,,800213585,Marcos Baghdatis,CYP,18.631,800212282,Aivaras Balzekas,LTU,21.822,61 46 64,2,1,16,11,0,0,https://www.daviscup.com/cup/livescores/daviscup/M-DC-2004-G3-EPA-B-A-M-CYP-LTU-01_2.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
