id,name,year,code,url,slug,location,sgl_draw_url,sgl_pdf_url,indoor_outdoor,surface,series_id,start_dtm,finish_dtm,sgl_draw_qty,dbl_draw_qty,prize_money,prize_currency,country_code 
2005-574,Waikoloa,2005,574,http://www.atpworldtour.com/en/scores/archive/waikoloa/574/2005/results,waikoloa,Waikoloa,http://www.atpworldtour.com/en/scores/archive/waikoloa/574/2005/draws,http://www.protennislive.com/posting/2005/574/mds.pdf,Outdoor,Hard,ch,20050124,,32,32,50000,$,USA
2005-782,Wrexham,2005,782,http://www.atpworldtour.com/en/scores/archive/wrexham/782/2005/results,wrexham,Wrexham,http://www.atpworldtour.com/en/scores/archive/wrexham/782/2005/draws,http://www.protennislive.com/posting/2005/782/mds.pdf,Indoor,Hard,ch,20050124,,32,32,25000,$,GBR
2005-883,Santiago,2005,883,http://www.atpworldtour.com/en/scores/archive/santiago/883/2005/results,santiago,Santiago,http://www.atpworldtour.com/en/scores/archive/santiago/883/2005/draws,http://www.protennislive.com/posting/2005/883/mds.pdf,Outdoor,Clay,ch,20050124,,32,32,25000,$,CHI
2005-408,Milan,2005,408,http://www.atpworldtour.com/en/scores/archive/milan/408/2005/results,milan,Milan,http://www.atpworldtour.com/en/scores/archive/milan/408/2005/draws,http://www.protennislive.com/posting/2005/408/mds.pdf,Indoor,Carpet,atp,20050131,,32,32,380000,$,ITA
2005-499,Delray Beach,2005,499,http://www.atpworldtour.com/en/scores/archive/delray-beach/499/2005/results,delray-beach,Delray Beach,http://www.atpworldtour.com/en/scores/archive/delray-beach/499/2005/draws,http://www.protennislive.com/posting/2005/499/mds.pdf,Outdoor,Hard,atp,20050131,,32,32,380000,$,USA
2005-504,Wolfsburg,2005,504,http://www.atpworldtour.com/en/scores/archive/wolfsburg/504/2005/results,wolfsburg,Wolfsburg,http://www.atpworldtour.com/en/scores/archive/wolfsburg/504/2005/draws,http://www.protennislive.com/posting/2005/504/mds.pdf,Indoor,Carpet,ch,20050131,,32,32,25000,$,GER
2005-505,Viña del Mar,2005,505,http://www.atpworldtour.com/en/scores/archive/vina-del-mar/505/2005/results,vina-del-mar,Vina Del Mar,http://www.atpworldtour.com/en/scores/archive/vina-del-mar/505/2005/draws,http://www.protennislive.com/posting/2005/505/mds.pdf,Outdoor,Clay,atp,20050131,,32,32,380000,$,CHI
2005-768,Wroclaw,2005,768,http://www.atpworldtour.com/en/scores/archive/wroclaw/768/2005/results,wroclaw,Wroclaw,http://www.atpworldtour.com/en/scores/archive/wroclaw/768/2005/draws,http://www.protennislive.com/posting/2005/768/mds.pdf,Indoor,Hard,ch,20050131,,32,32,75000,$,POL
2005-827,Andrezieux,2005,827,http://www.atpworldtour.com/en/scores/archive/andrezieux/827/2005/results,andrezieux,Andrezieux,http://www.atpworldtour.com/en/scores/archive/andrezieux/827/2005/draws,http://www.protennislive.com/posting/2005/827/mds.pdf,Indoor,Hard,ch,20050131,,32,32,100000,$,FRA
2005-1806,Burnie,2005,1806,http://www.atpworldtour.com/en/scores/archive/burnie/1806/2005/results,burnie,Burnie,http://www.atpworldtour.com/en/scores/archive/burnie/1806/2005/draws,http://www.protennislive.com/posting/2005/1806/mds.pdf,Outdoor,Hard,ch,20050207,,32,32,25000,$,AUS
2005-424,San Jose,2005,424,http://www.atpworldtour.com/en/scores/archive/san-jose/424/2005/results,san-jose,San Jose,http://www.atpworldtour.com/en/scores/archive/san-jose/424/2005/draws,http://www.protennislive.com/posting/2005/424/mds.pdf,Indoor,Hard,atp,20050207,,32,32,380000,$,USA
2005-496,Marseille,2005,496,http://www.atpworldtour.com/en/scores/archive/marseille/496/2005/results,marseille,Marseille,http://www.atpworldtour.com/en/scores/archive/marseille/496/2005/draws,http://www.protennislive.com/posting/2005/496/mds.pdf,Indoor,Hard,atp,20050207,,32,32,600000,$,FRA
2005-506,Buenos Aires,2005,506,http://www.atpworldtour.com/en/scores/archive/buenos-aires/506/2005/results,buenos-aires,Buenos Aires,http://www.atpworldtour.com/en/scores/archive/buenos-aires/506/2005/draws,http://www.protennislive.com/posting/2005/506/mds.pdf,Outdoor,Clay,atp,20050207,,32,32,380000,$,ARG
2005-695,Dallas,2005,695,http://www.atpworldtour.com/en/scores/archive/dallas/695/2005/results,dallas,Dallas,http://www.atpworldtour.com/en/scores/archive/dallas/695/2005/draws,http://www.protennislive.com/posting/2005/695/mds.pdf,Indoor,Hard,ch,20050207,,32,32,50000,$,USA
2005-835,Belgrade,2005,835,http://www.atpworldtour.com/en/scores/archive/belgrade/835/2005/results,belgrade,Belgrade,http://www.atpworldtour.com/en/scores/archive/belgrade/835/2005/draws,http://www.protennislive.com/posting/2005/835/mds.pdf,Indoor,Carpet,ch,20050207,,32,32,50000,$,SRB
2005-1531,Joplin,2005,1531,http://www.atpworldtour.com/en/scores/archive/joplin/1531/2005/results,joplin,Joplin,http://www.atpworldtour.com/en/scores/archive/joplin/1531/2005/draws,http://www.protennislive.com/posting/2005/1531/mds.pdf,Indoor,Hard,ch,20050214,,32,32,50000,$,USA
2005-402,Memphis,2005,402,http://www.atpworldtour.com/en/scores/archive/memphis/402/2005/results,memphis,Memphis,http://www.atpworldtour.com/en/scores/archive/memphis/402/2005/draws,http://www.protennislive.com/posting/2005/402/mds.pdf,Indoor,Hard,atp,20050214,,32,32,690000,$,USA
2005-407,Rotterdam,2005,407,http://www.atpworldtour.com/en/scores/archive/rotterdam/407/2005/results,rotterdam,Rotterdam,http://www.atpworldtour.com/en/scores/archive/rotterdam/407/2005/draws,http://www.protennislive.com/posting/2005/407/mds.pdf,Indoor,Hard,atp,20050214,,32,32,925000,$,NED
2005-497,Besancon,2005,497,http://www.atpworldtour.com/en/scores/archive/besancon/497/2005/results,besancon,Besancon,http://www.atpworldtour.com/en/scores/archive/besancon/497/2005/draws,http://www.protennislive.com/posting/2005/497/mds.pdf,Indoor,Hard,ch,20050214,,32,32,100000,$,FRA
2005-533,Costa do Sauipe,2005,533,http://www.atpworldtour.com/en/scores/archive/costa-do-sauipe/533/2005/results,costa-do-sauipe,Costa do Sauipe,http://www.atpworldtour.com/en/scores/archive/costa-do-sauipe/533/2005/draws,http://www.protennislive.com/posting/2005/533/mds.pdf,Outdoor,Clay,atp,20050214,,32,32,380000,$,BRA
2005-398,Cherbourg,2005,398,http://www.atpworldtour.com/en/scores/archive/cherbourg/398/2005/results,cherbourg,Cherbourg,http://www.atpworldtour.com/en/scores/archive/cherbourg/398/2005/draws,http://www.protennislive.com/posting/2005/398/mds.pdf,Indoor,Hard,ch,20050221,,32,32,50000,$,FRA
2005-433,Scottsdale,2005,433,http://www.atpworldtour.com/en/scores/archive/scottsdale/433/2005/results,scottsdale,Scottsdale,http://www.atpworldtour.com/en/scores/archive/scottsdale/433/2005/draws,http://www.protennislive.com/posting/2005/433/mds.pdf,Outdoor,Hard,atp,20050221,,32,32,380000,$,USA
2005-495,Dubai,2005,495,http://www.atpworldtour.com/en/scores/archive/dubai/495/2005/results,dubai,Dubai,http://www.atpworldtour.com/en/scores/archive/dubai/495/2005/draws,http://www.protennislive.com/posting/2005/495/mds.pdf,Outdoor,Hard,atp,20050221,,32,32,1000000,$,UAE
2005-56,Luebeck,2005,56,http://www.atpworldtour.com/en/scores/archive/luebeck/56/2005/results,luebeck,Luebeck,http://www.atpworldtour.com/en/scores/archive/luebeck/56/2005/draws,http://www.protennislive.com/posting/2005/56/mds.pdf,Indoor,Carpet,ch,20050221,,32,32,25000,$,GER
2005-807,Acapulco,2005,807,http://www.atpworldtour.com/en/scores/archive/acapulco/807/2005/results,acapulco,Acapulco,http://www.atpworldtour.com/en/scores/archive/acapulco/807/2005/draws,http://www.protennislive.com/posting/2005/807/mds.pdf,Outdoor,Clay,atp,20050221,,32,32,643000,$,MEX
2005-404,ATP Masters 1000 Indian Wells,2005,404,http://www.atpworldtour.com/en/scores/archive/indian-wells/404/2005/results,indian-wells,Indian Wells,http://www.atpworldtour.com/en/scores/archive/indian-wells/404/2005/draws,http://www.protennislive.com/posting/2005/404/mds.pdf,Outdoor,Hard,1000,20050307,,96,96,2974600,$,USA
2005-91,Kyoto,2005,91,http://www.atpworldtour.com/en/scores/archive/kyoto/91/2005/results,kyoto,Kyoto,http://www.atpworldtour.com/en/scores/archive/kyoto/91/2005/draws,http://www.protennislive.com/posting/2005/91/mds.pdf,Indoor,Carpet,ch,20050307,,32,32,25000,$,JPN
2005-1683,Sarajevo,2005,1683,http://www.atpworldtour.com/en/scores/archive/sarajevo/1683/2005/results,sarajevo,Sarajevo,http://www.atpworldtour.com/en/scores/archive/sarajevo/1683/2005/draws,http://www.protennislive.com/posting/2005/1683/mds.pdf,Indoor,Hard,ch,20050314,,32,32,25000,$,BIH
2005-2,Ho Chi Minh,2005,2,http://www.atpworldtour.com/en/scores/archive/ho-chi-minh/2/2005/results,ho-chi-minh,Ho Chi Minh,http://www.atpworldtour.com/en/scores/archive/ho-chi-minh/2/2005/draws,http://www.protennislive.com/posting/2005/2/mds.pdf,Outdoor,Hard,ch,20050314,,32,32,50000,$,VIE
2005-2207,Sunrise,2005,2207,http://www.atpworldtour.com/en/scores/archive/sunrise/2207/2005/results,sunrise,Sunrise,http://www.atpworldtour.com/en/scores/archive/sunrise/2207/2005/draws,http://www.protennislive.com/posting/2005/2207/mds.pdf,Outdoor,Hard,ch,20050314,,32,32,100000,$,USA
2005-59,Salinas,2005,59,http://www.atpworldtour.com/en/scores/archive/salinas/59/2005/results,salinas,Salinas,http://www.atpworldtour.com/en/scores/archive/salinas/59/2005/draws,http://www.protennislive.com/posting/2005/59/mds.pdf,Outdoor,Hard,ch,20050314,,32,32,25000,$,ECU
2005-1796,St. Brieuc,2005,1796,http://www.atpworldtour.com/en/scores/archive/st-brieuc/1796/2005/results,st-brieuc,St. Brieuc,http://www.atpworldtour.com/en/scores/archive/st-brieuc/1796/2005/draws,http://www.protennislive.com/posting/2005/1796/mds.pdf,Indoor,Clay,ch,20050321,,32,32,25000,$,FRA
2005-213,San Luis Potosi,2005,213,http://www.atpworldtour.com/en/scores/archive/san-luis-potosi/213/2005/results,san-luis-potosi,San Luis Potosi,http://www.atpworldtour.com/en/scores/archive/san-luis-potosi/213/2005/draws,http://www.protennislive.com/posting/2005/213/mds.pdf,Outdoor,Clay,ch,20050321,,32,32,50000,$,MEX
2005-403,ATP Masters 1000 Miami,2005,403,http://www.atpworldtour.com/en/scores/archive/miami/403/2005/results,miami,Miami,http://www.atpworldtour.com/en/scores/archive/miami/403/2005/draws,http://www.protennislive.com/posting/2005/403/mds.pdf,Outdoor,Hard,1000,20050321,,96,96,3450000,$,USA
2005-60,Barletta,2005,60,http://www.atpworldtour.com/en/scores/archive/barletta/60/2005/results,barletta,Barletta,http://www.atpworldtour.com/en/scores/archive/barletta/60/2005/draws,http://www.protennislive.com/posting/2005/60/mds.pdf,Outdoor,Clay,ch,20050321,,32,32,25000,$,ITA
2005-1539,Leon,2005,1539,http://www.atpworldtour.com/en/scores/archive/leon/1539/2005/results,leon,Leon,http://www.atpworldtour.com/en/scores/archive/leon/1539/2005/draws,http://www.protennislive.com/posting/2005/1539/mds.pdf,Outdoor,Hard,ch,20050328,,32,32,25000,$,MEX
2005-443,Napoli,2005,443,http://www.atpworldtour.com/en/scores/archive/napoli/443/2005/results,napoli,Napoli,http://www.atpworldtour.com/en/scores/archive/napoli/443/2005/draws,http://www.protennislive.com/posting/2005/443/mds.pdf,Outdoor,Clay,ch,20050328,,32,32,100000,$,ITA
2005-360,Casablanca,2005,360,http://www.atpworldtour.com/en/scores/archive/casablanca/360/2005/results,casablanca,Casablanca,http://www.atpworldtour.com/en/scores/archive/casablanca/360/2005/draws,http://www.protennislive.com/posting/2005/360/mds.pdf,Outdoor,Clay,atp,20050404,,32,32,380000,$,MAR
2005-381,Canberra,2005,381,http://www.atpworldtour.com/en/scores/archive/canberra/381/2005/results,canberra,Canberra,http://www.atpworldtour.com/en/scores/archive/canberra/381/2005/draws,http://www.protennislive.com/posting/2005/381/mds.pdf,Outdoor,Clay,ch,20050404,,32,32,25000,$,AUS
2005-514,Mexico City,2005,514,http://www.atpworldtour.com/en/scores/archive/mexico-city/514/2005/results,mexico-city,Mexico City,http://www.atpworldtour.com/en/scores/archive/mexico-city/514/2005/draws,http://www.protennislive.com/posting/2005/514/mds.pdf,Outdoor,Clay,ch,20050404,,32,32,125000,$,MEX
2005-573,Valencia,2005,573,http://www.atpworldtour.com/en/scores/archive/valencia/573/2005/results,valencia,Valencia,http://www.atpworldtour.com/en/scores/archive/valencia/573/2005/draws,http://www.protennislive.com/posting/2005/573/mds.pdf,Outdoor,Clay,atp,20050404,,32,32,400000,$,ESP
2005-692,Tallahassee,2005,692,http://www.atpworldtour.com/en/scores/archive/tallahassee/692/2005/results,tallahassee,Tallahassee,http://www.atpworldtour.com/en/scores/archive/tallahassee/692/2005/draws,http://www.protennislive.com/posting/2005/692/mds.pdf,Outdoor,Hard,ch,20050404,,32,32,50000,$,USA
2005-2071,Mexico City,2005,2071,http://www.atpworldtour.com/en/scores/archive/mexico-city/2071/2005/results,mexico-city,Mexico City,http://www.atpworldtour.com/en/scores/archive/mexico-city/2071/2005/draws,http://www.protennislive.com/posting/2005/2071/mds.pdf,Outdoor,Hard,ch,20050411,,32,32,25000,$,MEX
2005-410,ATP Masters 1000 Monte Carlo,2005,410,http://www.atpworldtour.com/en/scores/archive/monte-carlo/410/2005/results,monte-carlo,Monte Carlo,http://www.atpworldtour.com/en/scores/archive/monte-carlo/410/2005/draws,http://www.protennislive.com/posting/2005/410/mds.pdf,Outdoor,Clay,1000,20050411,,64,64,2450000,$,MON
2005-511,Bermuda,2005,511,http://www.atpworldtour.com/en/scores/archive/bermuda/511/2005/results,bermuda,Bermuda,http://www.atpworldtour.com/en/scores/archive/bermuda/511/2005/draws,http://www.protennislive.com/posting/2005/511/mds.pdf,Outdoor,Clay,ch,20050411,,32,32,100000,$,BER
2005-643,Olbia,2005,643,http://www.atpworldtour.com/en/scores/archive/olbia/643/2005/results,olbia,Olbia,http://www.atpworldtour.com/en/scores/archive/olbia/643/2005/draws,http://www.protennislive.com/posting/2005/643/mds.pdf,Outdoor,Clay,ch,20050411,,32,32,25000,$,ITA
2005-2208,Monza,2005,2208,http://www.atpworldtour.com/en/scores/archive/monza/2208/2005/results,monza,Monza,http://www.atpworldtour.com/en/scores/archive/monza/2208/2005/draws,http://www.protennislive.com/posting/2005/2208/mds.pdf,Outdoor,Clay,ch,20050418,,32,32,25000,$,ITA
2005-2209,Nottingham,2005,2209,http://www.atpworldtour.com/en/scores/archive/nottingham/2209/2005/results,nottingham,Nottingham,http://www.atpworldtour.com/en/scores/archive/nottingham/2209/2005/draws,http://www.protennislive.com/posting/2005/2209/mds.pdf,Outdoor,Hard,ch,20050418,,32,32,25000,$,GBR
2005-359,Bogota,2005,359,http://www.atpworldtour.com/en/scores/archive/bogota/359/2005/results,bogota,Bogota,http://www.atpworldtour.com/en/scores/archive/bogota/359/2005/draws,http://www.protennislive.com/posting/2005/359/mds.pdf,Outdoor,Clay,ch,20050418,,32,32,25000,$,COL
2005-425,Barcelona,2005,425,http://www.atpworldtour.com/en/scores/archive/barcelona/425/2005/results,barcelona,Barcelona,http://www.atpworldtour.com/en/scores/archive/barcelona/425/2005/draws,http://www.protennislive.com/posting/2005/425/mds.pdf,Outdoor,Clay,atp,20050418,,56,56,1000000,$,ESP
2005-717,Houston,2005,717,http://www.atpworldtour.com/en/scores/archive/houston/717/2005/results,houston,Houston,http://www.atpworldtour.com/en/scores/archive/houston/717/2005/draws,http://www.protennislive.com/posting/2005/717/mds.pdf,Outdoor,Clay,atp,20050418,,32,32,380000,$,USA
2005-1541,Tunis,2005,1541,http://www.atpworldtour.com/en/scores/archive/tunis/1541/2005/results,tunis,Tunis,http://www.atpworldtour.com/en/scores/archive/tunis/1541/2005/draws,http://www.protennislive.com/posting/2005/1541/mds.pdf,Outdoor,Clay,ch,20050425,,32,32,125000,$,TUN
2005-2151,Rome,2005,2151,http://www.atpworldtour.com/en/scores/archive/rome/2151/2005/results,rome,Rome,http://www.atpworldtour.com/en/scores/archive/rome/2151/2005/draws,http://www.protennislive.com/posting/2005/2151/mds.pdf,Outdoor,Clay,ch,20050425,,32,32,25000,$,ITA
2005-308,Munich,2005,308,http://www.atpworldtour.com/en/scores/archive/munich/308/2005/results,munich,Munich,http://www.atpworldtour.com/en/scores/archive/munich/308/2005/draws,http://www.protennislive.com/posting/2005/308/mds.pdf,Outdoor,Clay,atp,20050425,,32,32,380000,$,GER
2005-468,Estoril,2005,468,http://www.atpworldtour.com/en/scores/archive/estoril/468/2005/results,estoril,Estoril,http://www.atpworldtour.com/en/scores/archive/estoril/468/2005/draws,http://www.protennislive.com/posting/2005/468/mds.pdf,Outdoor,Clay,atp,20050425,,32,32,625000,$,POR
2005-1797,Ostrava,2005,1797,http://www.atpworldtour.com/en/scores/archive/ostrava/1797/2005/results,ostrava,Ostrava,http://www.atpworldtour.com/en/scores/archive/ostrava/1797/2005/draws,http://www.protennislive.com/posting/2005/1797/mds.pdf,Outdoor,Clay,ch,20050502,,32,32,25000,$,CZE
2005-2210,Tunica Resorts,2005,2210,http://www.atpworldtour.com/en/scores/archive/tunica-resorts/2210/2005/results,tunica-resorts,Tunica Resorts,http://www.atpworldtour.com/en/scores/archive/tunica-resorts/2210/2005/draws,http://www.protennislive.com/posting/2005/2210/mds.pdf,Indoor,Clay,ch,20050502,,32,32,50000,$,USA
2005-416,ATP Masters 1000 Rome,2005,416,http://www.atpworldtour.com/en/scores/archive/rome/416/2005/results,rome,Rome,http://www.atpworldtour.com/en/scores/archive/rome/416/2005/draws,http://www.protennislive.com/posting/2005/416/mds.pdf,Outdoor,Clay,1000,20050502,,64,64,2450000,$,ITA
2005-1723,Forest Hills,2005,1723,http://www.atpworldtour.com/en/scores/archive/forest-hills/1723/2005/results,forest-hills,Forest Hills,http://www.atpworldtour.com/en/scores/archive/forest-hills/1723/2005/draws,http://www.protennislive.com/posting/2005/1723/mds.pdf,Outdoor,Clay,ch,20050509,,32,32,50000,$,USA
2005-284,San Remo,2005,284,http://www.atpworldtour.com/en/scores/archive/san-remo/284/2005/results,san-remo,San Remo,http://www.atpworldtour.com/en/scores/archive/san-remo/284/2005/draws,http://www.protennislive.com/posting/2005/284/mds.pdf,Outdoor,Clay,ch,20050509,,32,32,25000,$,ITA
2005-414,ATP Masters 1000 Hamburg,2005,414,http://www.atpworldtour.com/en/scores/archive/hamburg/414/2005/results,hamburg,Hamburg,http://www.atpworldtour.com/en/scores/archive/hamburg/414/2005/draws,http://www.protennislive.com/posting/2005/414/mds.pdf,Outdoor,Clay,1000,20050509,,64,64,2450000,$,GER
2005-600,Prague,2005,600,http://www.atpworldtour.com/en/scores/archive/prague/600/2005/results,prague,Prague,http://www.atpworldtour.com/en/scores/archive/prague/600/2005/draws,http://www.protennislive.com/posting/2005/600/mds.pdf,Outdoor,Clay,ch,20050509,,32,32,100000,$,CZE
2005-306,St. Poelten,2005,306,http://www.atpworldtour.com/en/scores/archive/st-poelten/306/2005/results,st-poelten,St. Poelten,http://www.atpworldtour.com/en/scores/archive/st-poelten/306/2005/draws,http://www.protennislive.com/posting/2005/306/mds.pdf,Outdoor,Clay,atp,20050516,,32,32,380000,$,AUT
2005-538,Budapest,2005,538,http://www.atpworldtour.com/en/scores/archive/budapest/538/2005/results,budapest,Budapest,http://www.atpworldtour.com/en/scores/archive/budapest/538/2005/draws,http://www.protennislive.com/posting/2005/538/mds.pdf,Outdoor,Clay,ch,20050516,,32,32,25000,$,HUN
2005-588,Zagreb,2005,588,http://www.atpworldtour.com/en/scores/archive/zagreb/588/2005/results,zagreb,Zagreb,http://www.atpworldtour.com/en/scores/archive/zagreb/588/2005/draws,http://www.protennislive.com/posting/2005/588/mds.pdf,Outdoor,Clay,ch,20050516,,32,32,50000,$,CRO
2005-603,Fergana,2005,603,http://www.atpworldtour.com/en/scores/archive/fergana/603/2005/results,fergana,Fergana,http://www.atpworldtour.com/en/scores/archive/fergana/603/2005/draws,http://www.protennislive.com/posting/2005/603/mds.pdf,Outdoor,Hard,ch,20050516,,32,32,25000,$,UZB
2005-615,World Team Championship,2005,615,http://www.atpworldtour.com/en/scores/archive/dusseldorf/615/2005/results,dusseldorf,Dusseldorf,http://www.atpworldtour.com/en/scores/archive/dusseldorf/615/2005/draws,http://www.protennislive.com/posting/2005/615/mds.pdf,Outdoor,Clay,atp,20050516,,32,32,1500000,$,GER
2005-851,Dresden,2005,851,http://www.atpworldtour.com/en/scores/archive/dresden/851/2005/results,dresden,Dresden,http://www.atpworldtour.com/en/scores/archive/dresden/851/2005/draws,http://www.protennislive.com/posting/2005/851/mds.pdf,Outdoor,Clay,ch,20050516,,32,32,25000,$,GER
2005-1543,Turin,2005,1543,http://www.atpworldtour.com/en/scores/archive/turin/1543/2005/results,turin,Turin,http://www.atpworldtour.com/en/scores/archive/turin/1543/2005/draws,http://www.protennislive.com/posting/2005/1543/mds.pdf,Outdoor,Clay,ch,20050523,,32,32,25000,$,ITA
2005-1741,Busan,2005,1741,http://www.atpworldtour.com/en/scores/archive/busan/1741/2005/results,busan,Busan,http://www.atpworldtour.com/en/scores/archive/busan/1741/2005/draws,http://www.protennislive.com/posting/2005/1741/mds.pdf,Outdoor,Hard,ch,20050523,,32,32,50000,$,KOR
2005-2211,Ettlingen,2005,2211,http://www.atpworldtour.com/en/scores/archive/ettlingen/2211/2005/results,ettlingen,Ettlingen,http://www.atpworldtour.com/en/scores/archive/ettlingen/2211/2005/draws,http://www.protennislive.com/posting/2005/2211/mds.pdf,Outdoor,Clay,ch,20050523,,32,32,25000,$,GER
2005-520,Roland Garros,2005,520,http://www.atpworldtour.com/en/scores/archive/roland-garros/520/2005/results,roland-garros,Paris,http://www.atpworldtour.com/en/scores/archive/roland-garros/520/2005/draws,http://www.protennislive.com/posting/2005/520/mds.pdf,Outdoor,Clay,gs,20050523,,128,128,7992394,$,FRA
2005-754,Ljubljana,2005,754,http://www.atpworldtour.com/en/scores/archive/ljubljana/754/2005/results,ljubljana,Ljubljana,http://www.atpworldtour.com/en/scores/archive/ljubljana/754/2005/draws,http://www.protennislive.com/posting/2005/754/mds.pdf,Outdoor,Clay,ch,20050523,,32,32,25000,$,SLO
2005-2212,Yuba City,2005,2212,http://www.atpworldtour.com/en/scores/archive/yuba-city/2212/2005/results,yuba-city,Yuba City,http://www.atpworldtour.com/en/scores/archive/yuba-city/2212/2005/draws,http://www.protennislive.com/posting/2005/2212/mds.pdf,Outdoor,Hard,ch,20050530,,32,32,50000,$,USA
2005-396,Furth,2005,396,http://www.atpworldtour.com/en/scores/archive/furth/396/2005/results,furth,Furth,http://www.atpworldtour.com/en/scores/archive/furth/396/2005/draws,http://www.protennislive.com/posting/2005/396/mds.pdf,Outdoor,Clay,ch,20050530,,32,32,50000,$,GER
2005-558,Prostejov,2005,558,http://www.atpworldtour.com/en/scores/archive/prostejov/558/2005/results,prostejov,Prostejov,http://www.atpworldtour.com/en/scores/archive/prostejov/558/2005/draws,http://www.protennislive.com/posting/2005/558/mds.pdf,Outdoor,Clay,ch,20050530,,32,32,125000,$,CZE
2005-693,Sassuolo,2005,693,http://www.atpworldtour.com/en/scores/archive/sassuolo/693/2005/results,sassuolo,Sassuolo,http://www.atpworldtour.com/en/scores/archive/sassuolo/693/2005/draws,http://www.protennislive.com/posting/2005/693/mds.pdf,Outdoor,Clay,ch,20050530,,32,32,25000,$,ITA
2005-720,Surbiton,2005,720,http://www.atpworldtour.com/en/scores/archive/surbiton/720/2005/results,surbiton,Surbiton,http://www.atpworldtour.com/en/scores/archive/surbiton/720/2005/draws,http://www.protennislive.com/posting/2005/720/mds.pdf,Outdoor,Grass,ch,20050530,,32,32,50000,$,GBR
2005-311,London / Queen's Club,2005,311,http://www.atpworldtour.com/en/scores/archive/london/311/2005/results,london,London,http://www.atpworldtour.com/en/scores/archive/london/311/2005/draws,http://www.protennislive.com/posting/2005/311/mds.pdf,Outdoor,Grass,atp,20050606,,56,56,800000,$,GBR
2005-469,Lugano,2005,469,http://www.atpworldtour.com/en/scores/archive/lugano/469/2005/results,lugano,Lugano,http://www.atpworldtour.com/en/scores/archive/lugano/469/2005/draws,http://www.protennislive.com/posting/2005/469/mds.pdf,Outdoor,Clay,ch,20050606,,32,32,75000,$,SUI
2005-500,Halle,2005,500,http://www.atpworldtour.com/en/scores/archive/halle/500/2005/results,halle,Halle,http://www.atpworldtour.com/en/scores/archive/halle/500/2005/draws,http://www.protennislive.com/posting/2005/500/mds.pdf,Outdoor,Grass,atp,20050606,,32,32,800000,$,GER
2005-552,Barcelona,2005,552,http://www.atpworldtour.com/en/scores/archive/barcelona/552/2005/results,barcelona,Barcelona,http://www.atpworldtour.com/en/scores/archive/barcelona/552/2005/draws,http://www.protennislive.com/posting/2005/552/mds.pdf,Outdoor,Clay,ch,20050606,,32,32,25000,$,ESP
2005-853,Kosice,2005,853,http://www.atpworldtour.com/en/scores/archive/kosice/853/2005/results,kosice,Kosice,http://www.atpworldtour.com/en/scores/archive/kosice/853/2005/draws,http://www.protennislive.com/posting/2005/853/mds.pdf,Outdoor,Clay,ch,20050606,,32,32,25000,$,SVK
2005-3341,Cuenca,2005,3341,http://www.atpworldtour.com/en/scores/archive/cuenca/3341/2005/results,cuenca,Cuenca,http://www.atpworldtour.com/en/scores/archive/cuenca/3341/2005/draws,http://www.protennislive.com/posting/2005/3341/mds.pdf,Outdoor,Clay,ch,20050613,,32,32,25000,$,ECU
2005-440,'s-Hertogenbosch,2005,440,http://www.atpworldtour.com/en/scores/archive/s-hertogenbosch/440/2005/results,s-hertogenbosch,s-Hertogenbosch,http://www.atpworldtour.com/en/scores/archive/s-hertogenbosch/440/2005/draws,http://www.protennislive.com/posting/2005/440/mds.pdf,Outdoor,Grass,atp,20050613,,32,32,380000,$,NED
2005-526,Braunschweig,2005,526,http://www.atpworldtour.com/en/scores/archive/braunschweig/526/2005/results,braunschweig,Braunschweig,http://www.atpworldtour.com/en/scores/archive/braunschweig/526/2005/draws,http://www.protennislive.com/posting/2005/526/mds.pdf,Outdoor,Clay,ch,20050613,,32,32,125000,$,GER
2005-741,Nottingham,2005,741,http://www.atpworldtour.com/en/scores/archive/nottingham/741/2005/results,nottingham,Nottingham,http://www.atpworldtour.com/en/scores/archive/nottingham/741/2005/draws,http://www.protennislive.com/posting/2005/741/mds.pdf,Outdoor,Grass,atp,20050613,,32,32,380000,$,GBR
2005-1738,Reggio Emilia,2005,1738,http://www.atpworldtour.com/en/scores/archive/reggio-emilia/1738/2005/results,reggio-emilia,Reggio Emilia,http://www.atpworldtour.com/en/scores/archive/reggio-emilia/1738/2005/draws,http://www.protennislive.com/posting/2005/1738/mds.pdf,Outdoor,Clay,ch,20050620,,32,32,25000,$,ITA
2005-540,Wimbledon,2005,540,http://www.atpworldtour.com/en/scores/archive/wimbledon/540/2005/results,wimbledon,London,http://www.atpworldtour.com/en/scores/archive/wimbledon/540/2005/draws,http://www.protennislive.com/posting/2005/540/mds.pdf,Outdoor,Grass,gs,20050620,,128,128,8616793,$,GBR
2005-2088,Forest Hills,2005,2088,http://www.atpworldtour.com/en/scores/archive/forest-hills/2088/2005/results,forest-hills,Forest Hills,http://www.atpworldtour.com/en/scores/archive/forest-hills/2088/2005/draws,http://www.protennislive.com/posting/2005/2088/mds.pdf,Outdoor,Grass,ch,20050627,,32,32,50000,$,USA
2005-400,Biella,2005,400,http://www.atpworldtour.com/en/scores/archive/biella/400/2005/results,biella,Biella,http://www.atpworldtour.com/en/scores/archive/biella/400/2005/draws,http://www.protennislive.com/posting/2005/400/mds.pdf,Outdoor,Clay,ch,20050627,,32,32,100000,$,ITA
