id,name,year,code,url,slug,location,sgl_draw_url,sgl_pdf_url,indoor_outdoor,surface,series_id,start_dtm,finish_dtm,sgl_draw_qty,dbl_draw_qty,prize_money,prize_currency,country_code 
2019-416,Internazionali BNL d'Italia,2019,416,http://www.atpworldtour.com/en/scores/archive/rome/416/2019/results,rome,Rome,http://www.atpworldtour.com/en/scores/archive/rome/416/2019/draws,http://www.protennislive.com/posting/2019/416/mds.pdf,Outdoor,Clay,1000,20190512,,56,56,5791280,€,ITA
2019-447,Samarkand Challenger,2019,447,http://www.atpworldtour.com/en/scores/archive/samarkand/447/2019/results,samarkand,Samarkand,http://www.atpworldtour.com/en/scores/archive/samarkand/447/2019/draws,http://www.protennislive.com/posting/2019/447/mds.pdf,Outdoor,Clay,ch,20190513,,48,48,54160,$,UZB
2019-460,NECKARCUP,2019,460,http://www.atpworldtour.com/en/scores/archive/heilbronn/460/2019/results,heilbronn,Heilbronn,http://www.atpworldtour.com/en/scores/archive/heilbronn/460/2019/draws,http://www.protennislive.com/posting/2019/460/mds.pdf,Outdoor,Clay,ch,20190513,,48,48,92040,€,GER
2019-7490,Gwangju Open Challenger,2019,7490,http://www.atpworldtour.com/en/scores/archive/gwangju/7490/2019/results,gwangju,Gwangju,http://www.atpworldtour.com/en/scores/archive/gwangju/7490/2019/draws,http://www.protennislive.com/posting/2019/7490/mds.pdf,Outdoor,Hard,ch,20190513,,48,48,54160,$,KOR
2019-7742,Lisboa Belem Open,2019,7742,http://www.atpworldtour.com/en/scores/archive/lisbon/7742/2019/results,lisbon,Lisbon,http://www.atpworldtour.com/en/scores/archive/lisbon/7742/2019/draws,http://www.protennislive.com/posting/2019/7742/mds.pdf,Outdoor,Clay,ch,20190513,,48,48,46600,€,POR
2019-322,Banque Eric Sturdza Geneva Open,2019,322,http://www.atpworldtour.com/en/scores/archive/geneva/322/2019/results,geneva,Geneva,http://www.atpworldtour.com/en/scores/archive/geneva/322/2019/draws,http://www.protennislive.com/posting/2019/322/mds.pdf,Outdoor,Clay,atp,20190519,,28,28,586140,€,SUI
2019-7694,Open Parc Auvergne-Rhone-Alpes Lyon,2019,7694,http://www.atpworldtour.com/en/scores/archive/lyon/7694/2019/results,lyon,Lyon,http://www.atpworldtour.com/en/scores/archive/lyon/7694/2019/draws,http://www.protennislive.com/posting/2019/7694/mds.pdf,Outdoor,Clay,atp,20190519,,28,28,586140,€,FRA
2019-9186,Jerusalem Volvo Open,2019,9186,http://www.atpworldtour.com/en/scores/archive/jerusalem/9186/2019/results,jerusalem,Jerusalem,http://www.atpworldtour.com/en/scores/archive/jerusalem/9186/2019/draws,http://www.protennislive.com/posting/2019/9186/mds.pdf,Outdoor,Hard,ch,20190520,,48,48,54160,$,ISR
2019-520,Roland Garros,2019,520,http://www.atpworldtour.com/en/scores/archive/roland-garros/520/2019/results,roland-garros,Paris,http://www.atpworldtour.com/en/scores/archive/roland-garros/520/2019/draws,http://www.protennislive.com/posting/2019/520/mds.pdf,Outdoor,Clay,gs,20190526,,128,128,20060000,€,FRA
2019-7015,Internazionali Di Tennis - Citta Di Vicenza,2019,7015,http://www.atpworldtour.com/en/scores/archive/vicenza/7015/2019/results,vicenza,Vicenza,http://www.atpworldtour.com/en/scores/archive/vicenza/7015/2019/draws,http://www.protennislive.com/posting/2019/7015/mds.pdf,Outdoor,Clay,ch,20190527,,48,48,46600,€,ITA
2019-558,Moneta Czech Open,2019,558,http://www.atpworldtour.com/en/scores/archive/prostejov/558/2019/results,prostejov,Prostejov,http://www.atpworldtour.com/en/scores/archive/prostejov/558/2019/draws,http://www.protennislive.com/posting/2019/558/mds.pdf,Outdoor,Clay,ch,20190603,,48,48,92040,€,CZE
2019-7297,Surbiton Trophy,2019,7297,http://www.atpworldtour.com/en/scores/archive/surbiton/7297/2019/results,surbiton,Surbiton,http://www.atpworldtour.com/en/scores/archive/surbiton/7297/2019/draws,http://www.protennislive.com/posting/2019/7297/mds.pdf,Outdoor,Grass,ch,20190603,,48,48,137560,€,GBR
2019-7791,Almaty Challenger,2019,7791,http://www.atpworldtour.com/en/scores/archive/almaty/7791/2019/results,almaty,Almaty,http://www.atpworldtour.com/en/scores/archive/almaty/7791/2019/draws,http://www.protennislive.com/posting/2019/7791/mds.pdf,Outdoor,Clay,ch,20190603,,48,48,54160,$,KAZ
2019-786,Poznan Open,2019,786,http://www.atpworldtour.com/en/scores/archive/poznan/786/2019/results,poznan,Poznan,http://www.atpworldtour.com/en/scores/archive/poznan/786/2019/draws,http://www.protennislive.com/posting/2019/786/mds.pdf,Outdoor,Clay,ch,20190603,,48,48,69280,€,POL
2019-9188,Baptist Health Little Rock Open,2019,9188,http://www.atpworldtour.com/en/scores/archive/little-rock-ar/9188/2019/results,little-rock-ar,Little Rock,http://www.atpworldtour.com/en/scores/archive/little-rock-ar/9188/2019/draws,http://www.protennislive.com/posting/2019/9188/mds.pdf,Outdoor,Hard,ch,20190603,,48,48,81240,$,USA
2019-321,MercedesCup,2019,321,http://www.atpworldtour.com/en/scores/archive/stuttgart/321/2019/results,stuttgart,Stuttgart,http://www.atpworldtour.com/en/scores/archive/stuttgart/321/2019/draws,http://www.protennislive.com/posting/2019/321/mds.pdf,Outdoor,Grass,atp,20190610,,28,28,754540,€,GER
2019-440,Libema Open,2019,440,http://www.atpworldtour.com/en/scores/archive/s-hertogenbosch/440/2019/results,s-hertogenbosch,s-Hertogenbosch,http://www.atpworldtour.com/en/scores/archive/s-hertogenbosch/440/2019/draws,http://www.protennislive.com/posting/2019/440/mds.pdf,Outdoor,Grass,atp,20190610,,28,28,711275,€,NED
2019-7536,Open Sopra Steria de Lyon,2019,7536,http://www.atpworldtour.com/en/scores/archive/lyon/7536/2019/results,lyon,Lyon,http://www.atpworldtour.com/en/scores/archive/lyon/7536/2019/draws,http://www.protennislive.com/posting/2019/7536/mds.pdf,Outdoor,Clay,ch,20190610,,48,48,92040,€,FRA
2019-7740,Nature Valley Open Nottingham,2019,7740,http://www.atpworldtour.com/en/scores/archive/nottingham/7740/2019/results,nottingham,Nottingham,http://www.atpworldtour.com/en/scores/archive/nottingham/7740/2019/draws,http://www.protennislive.com/posting/2019/7740/mds.pdf,Outdoor,Grass,ch,20190610,,48,48,137560,€,GBR
2019-9192,Shymkent II Challenger,2019,9192,http://www.atpworldtour.com/en/scores/archive/shymkent/9192/2019/results,shymkent,Shymkent,http://www.atpworldtour.com/en/scores/archive/shymkent/9192/2019/draws,http://www.protennislive.com/posting/2019/9192/mds.pdf,Outdoor,Clay,ch,20190610,,48,48,54160,$,KAZ
2019-9194,June Columbus Challenger,2019,9194,http://www.atpworldtour.com/en/scores/archive/columbus/9194/2019/results,columbus,Columbus,http://www.atpworldtour.com/en/scores/archive/columbus/9194/2019/draws,http://www.protennislive.com/posting/2019/9194/mds.pdf,Indoor,Hard,ch,20190610,,48,48,54160,$,USA
2019-311,Fever-Tree Championships,2019,311,http://www.atpworldtour.com/en/scores/archive/london/311/2019/results,london,London,http://www.atpworldtour.com/en/scores/archive/london/311/2019/draws,http://www.protennislive.com/posting/2019/311/mds.pdf,Outdoor,Grass,atp,20190617,,32,32,2219150,€,GBR
2019-500,NOVENTI OPEN,2019,500,http://www.atpworldtour.com/en/scores/archive/halle/500/2019/results,halle,Halle,http://www.atpworldtour.com/en/scores/archive/halle/500/2019/draws,http://www.protennislive.com/posting/2019/500/mds.pdf,Outdoor,Grass,atp,20190617,,32,32,2219150,€,GER
2019-603,Fergana Challenger,2019,603,http://www.atpworldtour.com/en/scores/archive/fergana/603/2019/results,fergana,Fergana,http://www.atpworldtour.com/en/scores/archive/fergana/603/2019/draws,http://www.protennislive.com/posting/2019/603/mds.pdf,Outdoor,Hard,ch,20190617,,48,48,54160,$,UZB
2019-6757,Internationaux de Tennis de Blois,2019,6757,http://www.atpworldtour.com/en/scores/archive/blois/6757/2019/results,blois,Blois,http://www.atpworldtour.com/en/scores/archive/blois/6757/2019/draws,http://www.protennislive.com/posting/2019/6757/mds.pdf,Outdoor,Clay,ch,20190617,,48,48,46600,€,FRA
2019-9003,Bratislava Open,2019,9003,http://www.atpworldtour.com/en/scores/archive/bratislava/9003/2019/results,bratislava,Bratislava,http://www.atpworldtour.com/en/scores/archive/bratislava/9003/2019/draws,http://www.protennislive.com/posting/2019/9003/mds.pdf,Outdoor,Clay,ch,20190617,,48,48,69280,€,SVK
2019-9005,Ilkley Trophy,2019,9005,http://www.atpworldtour.com/en/scores/archive/ilkley/9005/2019/results,ilkley,Ilkley,http://www.atpworldtour.com/en/scores/archive/ilkley/9005/2019/draws,http://www.protennislive.com/posting/2019/9005/mds.pdf,Outdoor,Grass,ch,20190617,,48,48,137560,€,GBR
2019-9190,Internazionali Di Tennis,2019,9190,http://www.atpworldtour.com/en/scores/archive/parma/9190/2019/results,parma,Parma,http://www.atpworldtour.com/en/scores/archive/parma/9190/2019/draws,http://www.protennislive.com/posting/2019/9190/mds.pdf,Outdoor,Clay,ch,20190617,,48,48,46600,€,ITA
2019-7650,Turkish Airlines Open Antalya,2019,7650,http://www.atpworldtour.com/en/scores/archive/antalya/7650/2019/results,antalya,Antalya,http://www.atpworldtour.com/en/scores/archive/antalya/7650/2019/draws,http://www.protennislive.com/posting/2019/7650/mds.pdf,Outdoor,Grass,atp,20190623,,28,28,507490,€,TUR
2019-3463,Aspria Tennis Cup Trofeo BCS,2019,3463,http://www.atpworldtour.com/en/scores/archive/milan/3463/2019/results,milan,Milan,http://www.atpworldtour.com/en/scores/archive/milan/3463/2019/draws,http://www.protennislive.com/posting/2019/3463/mds.pdf,Outdoor,Clay,ch,20190624,,48,48,46600,€,ITA
2019-741,Nature Valley International,2019,741,http://www.atpworldtour.com/en/scores/archive/eastbourne/741/2019/results,eastbourne,Eastbourne,http://www.atpworldtour.com/en/scores/archive/eastbourne/741/2019/draws,http://www.protennislive.com/posting/2019/741/mds.pdf,Outdoor,Grass,atp,20190624,,28,28,745880,€,GBR
2019-1743,Guzzini Challenger,2019,1743,http://www.atpworldtour.com/en/scores/archive/recanati/1743/2019/results,recanati,Recanati,http://www.atpworldtour.com/en/scores/archive/recanati/1743/2019/draws,http://www.protennislive.com/posting/2019/1743/mds.pdf,Outdoor,Hard,ch,20190701,,48,48,46600,€,ITA
2019-540,Wimbledon,2019,540,http://www.atpworldtour.com/en/scores/archive/wimbledon/540/2019/results,wimbledon,London,http://www.atpworldtour.com/en/scores/archive/wimbledon/540/2019/draws,http://www.protennislive.com/posting/2019/540/mds.pdf,Outdoor,Grass,gs,20190701,,128,128,17769000,£,GBR
2019-9196,Ludwigshafen Challenger,2019,9196,http://www.atpworldtour.com/en/scores/archive/ludwigshafen/9196/2019/results,ludwigshafen,Ludwigshafen,http://www.atpworldtour.com/en/scores/archive/ludwigshafen/9196/2019/draws,http://www.protennislive.com/posting/2019/9196/mds.pdf,Outdoor,Clay,ch,20190701,,56,56,46600,€,GER
2019-526,Sparkassen Open,2019,526,http://www.atpworldtour.com/en/scores/archive/braunschweig/526/2019/results,braunschweig,Braunschweig,http://www.atpworldtour.com/en/scores/archive/braunschweig/526/2019/draws,http://www.protennislive.com/posting/2019/526/mds.pdf,Outdoor,Clay,ch,20190707,,48,48,69280,€,GER
2019-228,Winnetka,2019,228,http://www.atpworldtour.com/en/scores/archive/winnetka/228/2019/results,winnetka,Winnetka,http://www.atpworldtour.com/en/scores/archive/winnetka/228/2019/draws,http://www.protennislive.com/posting/2019/228/mds.pdf,Outdoor,Hard,ch,20190708,,48,48,54160,$,USA
2019-7542,Winnipeg National Bank Challenger,2019,7542,http://www.atpworldtour.com/en/scores/archive/winnipeg/7542/2019/results,winnipeg,Winnipeg,http://www.atpworldtour.com/en/scores/archive/winnipeg/7542/2019/draws,http://www.protennislive.com/posting/2019/7542/mds.pdf,Outdoor,Hard,ch,20190708,,48,48,54160,$,CAN
2019-9001,Internazionali di Tennis,2019,9001,http://www.atpworldtour.com/en/scores/archive/perugia/9001/2019/results,perugia,Perugia,http://www.atpworldtour.com/en/scores/archive/perugia/9001/2019/draws,http://www.protennislive.com/posting/2019/9001/mds.pdf,Outdoor,Clay,ch,20190708,,48,48,46600,€,ITA
2019-315,Hall of Fame Open,2019,315,http://www.atpworldtour.com/en/scores/archive/newport/315/2019/results,newport,Newport,http://www.atpworldtour.com/en/scores/archive/newport/315/2019/draws,http://www.protennislive.com/posting/2019/315/mds.pdf,Outdoor,Grass,atp,20190714,,28,28,652245,$,USA
2019-316,Nordea Open,2019,316,http://www.atpworldtour.com/en/scores/archive/bastad/316/2019/results,bastad,Bastad,http://www.atpworldtour.com/en/scores/archive/bastad/316/2019/draws,http://www.protennislive.com/posting/2019/316/mds.pdf,Outdoor,Clay,atp,20190715,,28,28,586140,€,SWE
2019-3618,President's Cup,2019,3618,http://www.atpworldtour.com/en/scores/archive/nur-sultan/3618/2019/results,nur-sultan,Nur-Sultan,http://www.atpworldtour.com/en/scores/archive/nur-sultan/3618/2019/draws,http://www.protennislive.com/posting/2019/3618/mds.pdf,Outdoor,Hard,ch,20190715,,48,48,135400,$,KAZ
2019-3945,San Benedetto Tennis Cup,2019,3945,http://www.atpworldtour.com/en/scores/archive/san-benedetto/3945/2019/results,san-benedetto,San Benedetto,http://www.atpworldtour.com/en/scores/archive/san-benedetto/3945/2019/draws,http://www.protennislive.com/posting/2019/3945/mds.pdf,Outdoor,Clay,ch,20190715,,48,48,46600,€,ITA
2019-439,Plava Laguna Croatia Open Umag,2019,439,http://www.atpworldtour.com/en/scores/archive/umag/439/2019/results,umag,Umag,http://www.atpworldtour.com/en/scores/archive/umag/439/2019/draws,http://www.protennislive.com/posting/2019/439/mds.pdf,Outdoor,Clay,atp,20190715,,28,28,586140,€,CRO
2019-7557,Challenger Banque National de Gatineau,2019,7557,http://www.atpworldtour.com/en/scores/archive/gatineau/7557/2019/results,gatineau,Gatineau,http://www.atpworldtour.com/en/scores/archive/gatineau/7557/2019/draws,http://www.protennislive.com/posting/2019/7557/mds.pdf,Outdoor,Hard,ch,20190715,,48,48,54160,$,CAN
2019-9198,Van Mossel Kia Dutch Open,2019,9198,http://www.atpworldtour.com/en/scores/archive/amersfoort/9198/2019/results,amersfoort,Amersfoort,http://www.atpworldtour.com/en/scores/archive/amersfoort/9198/2019/draws,http://www.protennislive.com/posting/2019/9198/mds.pdf,Outdoor,Clay,ch,20190715,,48,48,46600,€,NED
2019-221,Tampere Open,2019,221,http://www.atpworldtour.com/en/scores/archive/tampere/221/2019/results,tampere,Tampere,http://www.atpworldtour.com/en/scores/archive/tampere/221/2019/draws,http://www.protennislive.com/posting/2019/221/mds.pdf,Outdoor,Clay,ch,20190722,,48,48,46600,€,FIN
2019-314,J. Safra Sarasin Swiss Open Gstaad,2019,314,http://www.atpworldtour.com/en/scores/archive/gstaad/314/2019/results,gstaad,Gstaad,http://www.atpworldtour.com/en/scores/archive/gstaad/314/2019/draws,http://www.protennislive.com/posting/2019/314/mds.pdf,Outdoor,Clay,atp,20190722,,28,28,586140,€,SUI
2019-414,Hamburg European Open,2019,414,http://www.atpworldtour.com/en/scores/archive/hamburg/414/2019/results,hamburg,Hamburg,http://www.atpworldtour.com/en/scores/archive/hamburg/414/2019/draws,http://www.protennislive.com/posting/2019/414/mds.pdf,Outdoor,Clay,atp,20190722,,32,32,1855490,€,GER
2019-600,Cars Prague Open 2019,2019,600,http://www.atpworldtour.com/en/scores/archive/prague/600/2019/results,prague,Prague,http://www.atpworldtour.com/en/scores/archive/prague/600/2019/draws,http://www.protennislive.com/posting/2019/600/mds.pdf,Outdoor,Clay,ch,20190722,,48,48,46600,€,CZE
2019-6116,BB&T Atlanta Open,2019,6116,http://www.atpworldtour.com/en/scores/archive/atlanta/6116/2019/results,atlanta,Atlanta,http://www.atpworldtour.com/en/scores/archive/atlanta/6116/2019/draws,http://www.protennislive.com/posting/2019/6116/mds.pdf,Outdoor,Hard,atp,20190722,,28,28,777385,$,USA
2019-670,Levene Gouldin & Thompson Tennis Challenger,2019,670,http://www.atpworldtour.com/en/scores/archive/binghamton/670/2019/results,binghamton,Binghamton,http://www.atpworldtour.com/en/scores/archive/binghamton/670/2019/draws,http://www.protennislive.com/posting/2019/670/mds.pdf,Outdoor,Hard,ch,20190722,,48,48,54160,$,USA
2019-877,Challenger Banque Nationale de Granby,2019,877,http://www.atpworldtour.com/en/scores/archive/granby/877/2019/results,granby,Granby,http://www.atpworldtour.com/en/scores/archive/granby/877/2019/draws,http://www.protennislive.com/posting/2019/877/mds.pdf,Outdoor,Hard,ch,20190722,,48,48,81240,$,CAN
2019-418,Citi Open,2019,418,http://www.atpworldtour.com/en/scores/archive/washington/418/2019/results,washington,Washington,http://www.atpworldtour.com/en/scores/archive/washington/418/2019/draws,http://www.protennislive.com/posting/2019/418/mds.pdf,Outdoor,Hard,atp,20190727,,48,48,2046340,$,USA
2019-319,Generali Open,2019,319,http://www.atpworldtour.com/en/scores/archive/kitzbuhel/319/2019/results,kitzbuhel,Kitzbuhel,http://www.atpworldtour.com/en/scores/archive/kitzbuhel/319/2019/draws,http://www.protennislive.com/posting/2019/319/mds.pdf,Outdoor,Clay,atp,20190729,,28,28,586140,€,AUT
2019-586,Kentucky Bank Tennis Championships,2019,586,http://www.atpworldtour.com/en/scores/archive/lexington/586/2019/results,lexington,Lexington,http://www.atpworldtour.com/en/scores/archive/lexington/586/2019/draws,http://www.protennislive.com/posting/2019/586/mds.pdf,Outdoor,Hard,ch,20190729,,48,48,54160,$,USA
2019-6795,Svijany Open,2019,6795,http://www.atpworldtour.com/en/scores/archive/liberec/6795/2019/results,liberec,Liberec,http://www.atpworldtour.com/en/scores/archive/liberec/6795/2019/draws,http://www.protennislive.com/posting/2019/6795/mds.pdf,Outdoor,Clay,ch,20190729,,48,48,46600,€,CZE
2019-7480,Abierto de Tenis Mifel presentado por Cinemex,2019,7480,http://www.atpworldtour.com/en/scores/archive/los-cabos/7480/2019/results,los-cabos,Los Cabos,http://www.atpworldtour.com/en/scores/archive/los-cabos/7480/2019/draws,http://www.protennislive.com/posting/2019/7480/mds.pdf,Outdoor,Hard,atp,20190729,,28,28,858565,$,MEX
2019-7772,2019 International Challenger Chengdu,2019,7772,http://www.atpworldtour.com/en/scores/archive/chengdu/7772/2019/results,chengdu,Chengdu,http://www.atpworldtour.com/en/scores/archive/chengdu/7772/2019/draws,http://www.protennislive.com/posting/2019/7772/mds.pdf,Outdoor,Hard,ch,20190729,,48,48,135400,$,CHN
2019-783,Open Castilla Y Leon,2019,783,http://www.atpworldtour.com/en/scores/archive/segovia/783/2019/results,segovia,Segovia,http://www.atpworldtour.com/en/scores/archive/segovia/783/2019/draws,http://www.protennislive.com/posting/2019/783/mds.pdf,Outdoor,Hard,ch,20190729,,48,48,69280,€,ESP
2019-7922,BNP Paribas Sopot Open,2019,7922,http://www.atpworldtour.com/en/scores/archive/sopot/7922/2019/results,sopot,Sopot,http://www.atpworldtour.com/en/scores/archive/sopot/7922/2019/draws,http://www.protennislive.com/posting/2019/7922/mds.pdf,Outdoor,Clay,ch,20190729,,48,48,92040,€,POL
2019-421,Coupe Rogers,2019,421,http://www.atpworldtour.com/en/scores/archive/montreal/421/2019/results,montreal,Montreal,http://www.atpworldtour.com/en/scores/archive/montreal/421/2019/draws,http://www.protennislive.com/posting/2019/421/mds.pdf,Outdoor,Hard,1000,20190805,,56,56,6338885,$,CAN
2019-467,Nordic Naturals Challenger,2019,467,http://www.atpworldtour.com/en/scores/archive/aptos/467/2019/results,aptos,Aptos,http://www.atpworldtour.com/en/scores/archive/aptos/467/2019/draws,http://www.protennislive.com/posting/2019/467/mds.pdf,Outdoor,Hard,ch,20190805,,48,48,81240,$,USA
2019-8266,Schwaben Open,2019,8266,http://www.atpworldtour.com/en/scores/archive/augsburg/8266/2019/results,augsburg,Augsburg,http://www.atpworldtour.com/en/scores/archive/augsburg/8266/2019/draws,http://www.protennislive.com/posting/2019/8266/mds.pdf,Outdoor,Clay,ch,20190805,,48,48,46600,€,GER
2019-8268,Yokkaichi Challenger,2019,8268,http://www.atpworldtour.com/en/scores/archive/yokkaichi/8268/2019/results,yokkaichi,Yokkaichi,http://www.atpworldtour.com/en/scores/archive/yokkaichi/8268/2019/draws,http://www.protennislive.com/posting/2019/8268/mds.pdf,Outdoor,Hard,ch,20190805,,48,48,54160,$,JPN
2019-9028,Internazionali di Tennis Manerbio Trofeo Dimmidisi,2019,9028,http://www.atpworldtour.com/en/scores/archive/manerbio/9028/2019/results,manerbio,Manerbio,http://www.atpworldtour.com/en/scores/archive/manerbio/9028/2019/draws,http://www.protennislive.com/posting/2019/9028/mds.pdf,Outdoor,Clay,ch,20190805,,48,48,46600,€,ITA
2019-422,Western & Southern Open,2019,422,http://www.atpworldtour.com/en/scores/archive/cincinnati/422/2019/results,cincinnati,Cincinnati,http://www.atpworldtour.com/en/scores/archive/cincinnati/422/2019/draws,http://www.protennislive.com/posting/2019/422/mds.pdf,Outdoor,Hard,1000,20190811,,56,56,6735690,$,USA
2019-2120,Challenger Acqua Dolomia Serena Wines Tennis Cup Internazionali Del Friuli Venezia Giulia,2019,2120,http://www.atpworldtour.com/en/scores/archive/cordenons/2120/2019/results,cordenons,Cordenons,http://www.atpworldtour.com/en/scores/archive/cordenons/2120/2019/draws,http://www.protennislive.com/posting/2019/2120/mds.pdf,Outdoor,Clay,ch,20190812,,48,48,69280,€,ITA
2019-6787,Challenger Slovenia Open,2019,6787,http://www.atpworldtour.com/en/scores/archive/portoroz/6787/2019/results,portoroz,Portoroz,http://www.atpworldtour.com/en/scores/archive/portoroz/6787/2019/draws,http://www.protennislive.com/posting/2019/6787/mds.pdf,Outdoor,Hard,ch,20190812,,48,48,46600,€,SLO
2019-6809,Tennis Open Stadtwerke Meerbusch,2019,6809,http://www.atpworldtour.com/en/scores/archive/meerbusch/6809/2019/results,meerbusch,Meerbusch,http://www.atpworldtour.com/en/scores/archive/meerbusch/6809/2019/draws,http://www.protennislive.com/posting/2019/6809/mds.pdf,Outdoor,Clay,ch,20190812,,48,48,46600,€,GER
2019-7774,Odlum Brown Van Open,2019,7774,http://www.atpworldtour.com/en/scores/archive/vancouver/7774/2019/results,vancouver,Vancouver,http://www.atpworldtour.com/en/scores/archive/vancouver/7774/2019/draws,http://www.protennislive.com/posting/2019/7774/mds.pdf,Outdoor,Hard,ch,20190812,,48,48,108320,$,CAN
2019-6242,Winston-Salem Open,2019,6242,http://www.atpworldtour.com/en/scores/archive/winston-salem/6242/2019/results,winston-salem,Winston-Salem,http://www.atpworldtour.com/en/scores/archive/winston-salem/6242/2019/draws,http://www.protennislive.com/posting/2019/6242/mds.pdf,Outdoor,Hard,atp,20190818,,48,48,807210,$,USA
2019-3627,Internazionali Città dell'Aquila - Aterno Gas & Power,2019,3627,http://www.atpworldtour.com/en/scores/archive/laquila/3627/2019/results,laquila,L'Aquila,http://www.atpworldtour.com/en/scores/archive/laquila/3627/2019/draws,http://www.protennislive.com/posting/2019/3627/mds.pdf,Outdoor,Clay,ch,20190819,,48,48,46600,€,ITA
2019-3473,Citta Di Como,2019,3473,http://www.atpworldtour.com/en/scores/archive/como/3473/2019/results,como,Como,http://www.atpworldtour.com/en/scores/archive/como/3473/2019/draws,http://www.protennislive.com/posting/2019/3473/mds.pdf,Outdoor,Clay,ch,20190826,,48,48,46600,€,ITA
2019-560,US Open,2019,560,http://www.atpworldtour.com/en/scores/archive/us-open/560/2019/results,us-open,New York,http://www.atpworldtour.com/en/scores/archive/us-open/560/2019/draws,http://www.protennislive.com/posting/2019/560/mds.pdf,Outdoor,Hard,gs,20190826,,128,128,28619350,$,USA
2019-7973,Rafa Nadal Open By Sotheby's,2019,7973,http://www.atpworldtour.com/en/scores/archive/mallorca/7973/2019/results,mallorca,Mallorca,http://www.atpworldtour.com/en/scores/archive/mallorca/7973/2019/draws,http://www.protennislive.com/posting/2019/7973/mds.pdf,Outdoor,Hard,ch,20190826,,48,48,46600,€,ESP
2019-8270,2019 International Challenger Baotou,2019,8270,http://www.atpworldtour.com/en/scores/archive/baotou/8270/2019/results,baotou,Baotou,http://www.atpworldtour.com/en/scores/archive/baotou/8270/2019/draws,http://www.protennislive.com/posting/2019/8270/mds.pdf,Indoor,Clay,ch,20190826,,48,48,54160,$,CHN
2019-1763,Aon Open Challenger,2019,1763,http://www.atpworldtour.com/en/scores/archive/genova/1763/2019/results,genova,Genova,http://www.atpworldtour.com/en/scores/archive/genova/1763/2019/draws,http://www.protennislive.com/posting/2019/1763/mds.pdf,Outdoor,Clay,ch,20190902,,48,48,137560,€,ITA
2019-7746,2019 Jinan Open,2019,7746,http://www.atpworldtour.com/en/scores/archive/jinan/7746/2019/results,jinan,Jinan,http://www.atpworldtour.com/en/scores/archive/jinan/7746/2019/draws,http://www.protennislive.com/posting/2019/7746/mds.pdf,Outdoor,Hard,ch,20190902,,48,48,162480,$,CHN
2019-9118,Oracle Challenger Series - New Haven,2019,9118,http://www.atpworldtour.com/en/scores/archive/new-haven/9118/2019/results,new-haven,New Haven,http://www.atpworldtour.com/en/scores/archive/new-haven/9118/2019/draws,http://www.protennislive.com/posting/2019/9118/mds.pdf,Outdoor,Hard,ch,20190902,,48,48,162480,$,USA
2019-9120,Cassis Open Provence,2019,9120,http://www.atpworldtour.com/en/scores/archive/cassis/9120/2019/results,cassis,Cassis,http://www.atpworldtour.com/en/scores/archive/cassis/9120/2019/draws,http://www.protennislive.com/posting/2019/9120/mds.pdf,Outdoor,Hard,ch,20190902,,48,48,46600,€,FRA
2019-1607,Srpska Open,2019,1607,http://www.atpworldtour.com/en/scores/archive/banja-luka/1607/2019/results,banja-luka,Banja Luka,http://www.atpworldtour.com/en/scores/archive/banja-luka/1607/2019/draws,http://www.protennislive.com/posting/2019/1607/mds.pdf,Outdoor,Clay,ch,20190909,,48,48,46600,€,BIH
2019-448,Pekao Szczecin Open,2019,448,http://www.atpworldtour.com/en/scores/archive/szczecin/448/2019/results,szczecin,Szczecin,http://www.atpworldtour.com/en/scores/archive/szczecin/448/2019/draws,http://www.protennislive.com/posting/2019/448/mds.pdf,Outdoor,Clay,ch,20190909,,48,48,137560,€,POL
2019-6313,Road to the Rolex Shanghai Masters,2019,6313,http://www.atpworldtour.com/en/scores/archive/shanghai/6313/2019/results,shanghai,Shanghai,http://www.atpworldtour.com/en/scores/archive/shanghai/6313/2019/draws,http://www.protennislive.com/posting/2019/6313/mds.pdf,Outdoor,Hard,ch,20190909,,48,48,81240,$,CHN
2019-7083,American Express Istanbul,2019,7083,http://www.atpworldtour.com/en/scores/archive/istanbul/7083/2019/results,istanbul,Istanbul,http://www.atpworldtour.com/en/scores/archive/istanbul/7083/2019/draws,http://www.protennislive.com/posting/2019/7083/mds.pdf,Outdoor,Hard,ch,20190909,,48,48,81240,$,TUR
2019-7316,Atlantic Tire Championships,2019,7316,http://www.atpworldtour.com/en/scores/archive/cary/7316/2019/results,cary,Cary,http://www.atpworldtour.com/en/scores/archive/cary/7316/2019/draws,http://www.protennislive.com/posting/2019/7316/mds.pdf,Outdoor,Hard,ch,20190909,,48,48,54160,$,USA
2019-784,LVII Copa Sevilla,2019,784,http://www.atpworldtour.com/en/scores/archive/seville/784/2019/results,seville,Seville,http://www.atpworldtour.com/en/scores/archive/seville/784/2019/draws,http://www.protennislive.com/posting/2019/784/mds.pdf,Outdoor,Clay,ch,20190909,,48,48,69280,€,ESP
2019-341,Moselle Open,2019,341,http://www.atpworldtour.com/en/scores/archive/metz/341/2019/results,metz,Metz,http://www.atpworldtour.com/en/scores/archive/metz/341/2019/draws,http://www.protennislive.com/posting/2019/341/mds.pdf,Indoor,Hard,atp,20190915,,28,28,586140,€,FRA
