id,tournament_id,stadie_id,match_order,match_ret,winner_code,winner_name,winner_citizenship,winner_age,loser_code,loser_name,loser_citizenship,loser_age,winner_seed,loser_seed,match_score,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,stats_url,match_duration,win_aces,win_double_faults,win_first_serves_in,win_first_serves_total,win_first_serve_points_won,win_first_serve_points_total,win_second_serve_points_won,win_second_serve_points_total,win_break_points_saved,win_break_points_serve_total,win_service_points_won,win_service_points_total,win_first_serve_return_won,win_first_serve_return_total,win_second_serve_return_won,win_second_serve_return_total,win_break_points_converted,win_break_points_return_total,win_service_games_played,win_return_games_played,win_return_points_won,win_return_points_total,win_total_points_won,win_total_points_total,win_winners,win_forced_errors,win_unforced_errors,win_net_points_won,win_net_points_total,win_fastest_first_serves_kmh,win_average_first_serves_kmh,win_fastest_second_serve_kmh,win_average_second_serve_kmh,los_aces,los_double_faults,los_first_serves_in,los_first_serves_total,los_first_serve_points_won,los_first_serve_points_total,los_second_serve_points_won,los_second_serve_points_total,los_break_points_saved,los_break_points_serve_total,los_service_points_won,los_service_points_total,los_first_serve_return_won,los_first_serve_return_total,los_second_serve_return_won,los_second_serve_return_total,los_break_points_converted,los_break_points_return_total,los_service_games_played,los_return_games_played,los_return_points_won,los_return_points_total,los_total_points_won,los_total_points_total,los_winners,los_forced_errors,los_unforced_errors,los_net_points_won,los_net_points_total,los_fastest_first_serves_kmh,los_average_first_serves_kmh,los_fastest_second_serve_kmh,los_average_second_serve_kmh
2001-451-a226-p305-R32,2001-451,R32,6,,a226,Hicham Arazi,MAR,27.201,p305,Albert Portas,ESP,27.129,6,,76(5) 64,2,0,13,10,1,0,http://www.atpworldtour.com/en/scores/2001/451/MS023/match-stats?isLive=False,84,5,1,45,68,39,45,14,23,1,1,53,68,6,38,13,29,1,3,11,11,19,67,72,135,,,,,,,,,,9,3,38,67,32,38,16,29,2,3,48,67,6,45,9,23,0,1,11,11,15,68,63,135,,,,,,,,,
2001-451-b599-i034-R32,2001-451,R32,9,,b599,Julien Boutter,FRA,26.739,i034,Goran Ivanisevic,CRO,29.301,,WC,64 64,2,0,12,8,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS021/match-stats?isLive=False,66,7,4,26,52,24,26,17,26,0,0,41,52,14,38,12,28,2,6,10,10,26,66,67,118,,,,,,,,,,3,3,38,66,24,38,16,28,4,6,40,66,2,26,9,26,0,0,10,10,11,52,51,118,,,,,,,,,
2001-451-c361-k310-R32,2001-451,R32,10,,c361,Alex Calatrava,ESP,27.548,k310,Stefan Koubek,AUT,23.997,,,75 46 64,2,1,17,15,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS030/match-stats?isLive=False,129,4,1,26,43,24,26,4,17,3,3,28,43,8,20,5,17,1,3,6,6,13,37,41,80,,,,,,,,,,0,1,20,37,12,20,12,17,2,3,24,37,2,26,13,17,0,3,6,6,15,43,39,80,,,,,,,,,
2001-451-d357-z073-R32,2001-451,R32,11,,d357,Arnaud Di Pasquale,FRA,21.889,z073,Mariano Zabaleta,ARG,22.844,,,61 64,2,0,12,5,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS022/match-stats?isLive=False,69,5,0,27,52,20,27,15,25,2,3,35,52,5,23,21,31,4,7,9,8,26,54,61,106,,,,,,,,,,5,3,23,54,18,23,10,31,3,7,28,54,7,27,10,25,1,3,8,9,17,52,45,106,,,,,,,,,
2001-451-e140-e121-R32,2001-451,R32,4,,e140,Nicolas Escude,FRA,24.744,e121,Younes El Aynaoui,MAR,29.303,,4 WC,61 76(4),2,0,13,7,1,0,http://www.atpworldtour.com/en/scores/2001/451/MS020/match-stats?isLive=False,79,7,3,31,60,28,31,19,29,3,3,47,60,17,41,9,22,2,3,10,9,26,63,73,123,,,,,,,,,,3,2,41,63,24,41,13,22,1,3,37,63,3,31,10,29,0,3,9,10,13,60,50,123,,,,,,,,,
2001-451-j148-s480-R32,2001-451,R32,12,,j148,Fredrik Jonsson,SWE,23.76,s480,Davide Sanguinetti,ITA,28.352,Q,,75 63,2,0,13,8,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS017/match-stats?isLive=False,87,2,2,53,75,40,53,11,22,6,7,51,75,16,53,19,28,3,14,11,10,35,81,86,156,,,,,,,,,,10,2,53,81,37,53,9,28,11,14,46,81,13,53,11,22,1,7,10,11,24,75,70,156,,,,,,,,,
2001-451-k267-c252-R32,2001-451,R32,1,,k267,Yevgeny Kafelnikov,RUS,26.87,c252,Francisco Clavet,ESP,32.188,1,,62 62,2,0,12,4,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS016/match-stats?isLive=False,52,3,2,17,43,12,17,19,26,0,1,31,43,18,35,7,11,5,6,8,8,25,46,56,89,,,,,,,,,,3,0,35,46,17,35,4,11,1,6,21,46,5,17,7,26,1,1,8,8,12,43,33,89,,,,,,,,,
2001-451-k316-b446-R32,2001-451,R32,2,,k316,Nicolas Kiefer,GER,23.489,b446,Jonas Bjorkman,SWE,28.774,2,,46 61 75,2,1,17,12,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS031/match-stats?isLive=False,139,3,5,38,79,31,38,22,41,1,4,53,79,17,53,33,52,6,14,14,15,50,105,103,184,,,,,,,,,,0,1,53,105,36,53,19,52,8,14,55,105,7,38,19,41,3,4,15,14,26,79,81,184,,,,,,,,,
2001-451-m595-p273-R32,2001-451,R32,13,,m595,Max Mirnyi,BLR,23.486,p273,David Prinosil,GER,27.811,,,76(4) 64,2,0,13,10,1,0,http://www.atpworldtour.com/en/scores/2001/451/MS029/match-stats?isLive=False,90,10,3,45,67,33,45,12,22,1,3,45,67,8,35,27,45,3,6,11,11,35,80,80,147,,,,,,,,,,6,3,35,80,27,35,18,45,3,6,45,80,12,45,10,22,2,3,11,11,22,67,67,147,,,,,,,,,
2001-451-p045-s424-R32,2001-451,R32,7,,p045,Gianluca Pozzi,ITA,35.54,s424,Fabrice Santoro,FRA,28.061,,7,16 63 76(3),2,1,14,15,1,0,http://www.atpworldtour.com/en/scores/2001/451/MS024/match-stats?isLive=False,123,8,2,39,96,28,39,29,57,6,11,57,96,23,53,9,29,4,5,14,14,32,82,89,178,,,,,,,,,,3,0,53,82,30,53,20,29,1,5,50,82,11,39,28,57,5,11,14,14,39,96,89,178,,,,,,,,,
2001-451-r214-k346-R32,2001-451,R32,5,,r214,Marc Rosset,SUI,30.15,k346,Sultan Khalfan,QAT,23.793,5,WC,63 62,2,0,12,5,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS019/match-stats?isLive=False,60,3,3,27,46,22,27,11,19,2,2,33,46,10,27,12,22,4,6,8,9,22,49,55,95,,,,,,,,,,0,2,27,49,17,27,10,22,2,6,27,49,5,27,8,19,0,2,9,8,13,46,40,95,,,,,,,,,
2001-451-r286-z072-R32,2001-451,R32,14,,r286,Marcelo Rios,CHI,25.016,z072,Nenad Zimonjic,SRB,24.575,,Q,64 36 61,2,1,15,11,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS025/match-stats?isLive=False,85,5,2,51,77,42,51,11,26,1,2,53,77,11,40,13,32,3,8,13,13,24,72,77,149,,,,,,,,,,4,1,40,72,29,40,19,32,5,8,48,72,9,51,15,26,1,2,13,13,24,77,72,149,,,,,,,,,
2001-451-s572-a203-R32,2001-451,R32,3,,s572,Sjeng Schalken,NED,24.314,a203,Karim Alami,MAR,27.604,3,,63 61,2,0,12,4,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS027/match-stats?isLive=False,59,2,2,24,41,19,24,11,17,0,1,30,41,14,31,14,20,5,9,8,8,28,51,58,92,,,,,,,,,,2,3,31,51,17,31,6,20,4,9,23,51,5,24,6,17,1,1,8,8,11,41,34,92,,,,,,,,,
2001-451-u032-c476-R32,2001-451,R32,15,,u032,Bohdan Ulihrach,CZE,25.857,c476,Nicolas Coutelot,FRA,23.895,Q,Q,62 46 75,2,1,17,13,0,0,http://www.atpworldtour.com/en/scores/2001/451/MS018/match-stats?isLive=False,113,1,1,61,83,43,61,12,22,4,7,55,83,28,71,19,36,5,16,15,15,47,107,102,190,,,,,,,,,,0,4,71,107,43,71,17,36,11,16,60,107,18,61,10,22,3,7,15,15,28,83,88,190,,,,,,,,,
