id,tournament_id,stadie_id,match_order,match_ret,winner_code,winner_name,winner_citizenship,winner_age,loser_code,loser_name,loser_citizenship,loser_age,winner_seed,loser_seed,match_score,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,stats_url,match_duration,win_aces,win_double_faults,win_first_serves_in,win_first_serves_total,win_first_serve_points_won,win_first_serve_points_total,win_second_serve_points_won,win_second_serve_points_total,win_break_points_saved,win_break_points_serve_total,win_service_points_won,win_service_points_total,win_first_serve_return_won,win_first_serve_return_total,win_second_serve_return_won,win_second_serve_return_total,win_break_points_converted,win_break_points_return_total,win_service_games_played,win_return_games_played,win_return_points_won,win_return_points_total,win_total_points_won,win_total_points_total,win_winners,win_forced_errors,win_unforced_errors,win_net_points_won,win_net_points_total,win_fastest_first_serves_kmh,win_average_first_serves_kmh,win_fastest_second_serve_kmh,win_average_second_serve_kmh,los_aces,los_double_faults,los_first_serves_in,los_first_serves_total,los_first_serve_points_won,los_first_serve_points_total,los_second_serve_points_won,los_second_serve_points_total,los_break_points_saved,los_break_points_serve_total,los_service_points_won,los_service_points_total,los_first_serve_return_won,los_first_serve_return_total,los_second_serve_return_won,los_second_serve_return_total,los_break_points_converted,los_break_points_return_total,los_service_games_played,los_return_games_played,los_return_points_won,los_return_points_total,los_total_points_won,los_total_points_total,los_winners,los_forced_errors,los_unforced_errors,los_net_points_won,los_net_points_total,los_fastest_first_serves_kmh,los_average_first_serves_kmh,los_fastest_second_serve_kmh,los_average_second_serve_kmh
2007-2205-a356-l480-R32,2007-2205,R32,9,,a356,Thierry Ascione,FRA,25.956,l480,Marc Lopez,ESP,24.419,,,36 62 64,2,1,15,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-b752-t786-R32,2007-2205,R32,11,,b752,Stephane Bohli,SUI,23.435,t786,Jo-Wilfried Tsonga,FRA,21.706,,,62 06 75,2,1,13,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-b946-r613-R32,2007-2205,R32,10,,b946,Benjamin Balleret,MON,23.962,r613,Edouard Roger-Vasselin,FRA,23.094,LL,WC,67(5) 76(4) 61,2,1,19,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-c723-f313-R32,2007-2205,R32,3,,c723,Flavio Cipolla,ITA,23.198,f313,Gorka Fraile,ESP,28.733,,3,62 76(4),2,0,13,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-g753-s799-R32,2007-2205,R32,12,,g753,David Guez,FRA,24.064,s799,Pavel Snobel,CZE,26.844,,Q,63 61,2,0,12,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-k512-f344-R32,2007-2205,R32,5,,k512,Ivo Klec,SVK,26.094,f344,Jean-Christophe Faurel,FRA,25.819,,5,16 63 64,2,1,13,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-k737-o234-R32,2007-2205,R32,13,,k737,Alex Kuznetsov,USA,19.905,o234,Wayne Odesnik,USA,21.112,,,67(4) 61 76(0),2,1,19,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-l428-b842-R32,2007-2205,R32,2,(RET),l428,Michael Llodra,FRA,26.62,b842,Alex Bogomolov Jr.,RUS,23.69,2,,30 (RET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-l797-h756-R32,2007-2205,R32,6,,l797,Lukas Lacko,SVK,19.161,h756,Robin Haase,NED,19.736,,6,76(2) 64,2,0,13,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-ma38-mb49-R32,2007-2205,R32,14,,ma38,Jan Mertl,CZE,24.994,mb49,Nicholas Monroe,USA,24.72,,Q,63 76(4),2,0,13,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-o133-ca12-R32,2007-2205,R32,7,,o133,Noam Okun,ISR,28.709,ca12,Jeremy Chardy,FRA,19.887,7,WC,76(3) 26 62,2,1,15,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-o252-d469-R32,2007-2205,R32,1,,o252,Scott Oudsema,USA,20.5,d469,Nicolas Devilder,FRA,26.768,Q,1,46 63 62,2,1,16,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-p701-mb84-R32,2007-2205,R32,8,,p701,Michal Przysiezny,POL,22.876,mb84,Mathieu Montcourt,FRA,21.825,,8,76(7) 36 76(2),2,1,17,18,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-r368-r628-R32,2007-2205,R32,4,,r368,Michael Russell,USA,28.666,r628,Laurent Recouderc,AND,22.475,4,Q,60 61,2,0,12,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-s944-d351-R32,2007-2205,R32,16,,s944,Simon Stadler,GER,23.448,d351,Sebastien De Chaunac,FRA,29.233,,WC,75 63,2,0,13,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-sd78-t323-R32,2007-2205,R32,15,,sd78,Alexandre Sidorenko,FRA,18.87,t323,Nicolas Tourte,FRA,27.37,WC,,62 63,2,0,12,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-a356-k512-R16,2007-2205,R16,4,,a356,Thierry Ascione,FRA,25.956,k512,Ivo Klec,SVK,26.094,,,63 16 64,2,1,13,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-g753-p701-R16,2007-2205,R16,5,,g753,David Guez,FRA,24.064,p701,Michal Przysiezny,POL,22.876,,,76(7) 64,2,0,13,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-l428-b946-R16,2007-2205,R16,1,,l428,Michael Llodra,FRA,26.62,b946,Benjamin Balleret,MON,23.962,2,LL,62 63,2,0,12,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-l797-s944-R16,2007-2205,R16,6,,l797,Lukas Lacko,SVK,19.161,s944,Simon Stadler,GER,23.448,,,61 62,2,0,12,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-ma38-c723-R16,2007-2205,R16,7,,ma38,Jan Mertl,CZE,24.994,c723,Flavio Cipolla,ITA,23.198,,,64 64,2,0,12,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-o133-b752-R16,2007-2205,R16,3,,o133,Noam Okun,ISR,28.709,b752,Stephane Bohli,SUI,23.435,7,,61 61,2,0,12,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-o252-k737-R16,2007-2205,R16,8,,o252,Scott Oudsema,USA,20.5,k737,Alex Kuznetsov,USA,19.905,Q,,64 76(11),2,0,13,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2205-r368-sd78-R16,2007-2205,R16,2,,r368,Michael Russell,USA,28.666,sd78,Alexandre Sidorenko,FRA,18.87,4,WC,62 61,2,0,12,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
