id,tournament_id,stadie_id,match_order,match_ret,winner_code,winner_name,winner_citizenship,winner_age,loser_code,loser_name,loser_citizenship,loser_age,winner_seed,loser_seed,match_score,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,stats_url,match_duration,win_aces,win_double_faults,win_first_serves_in,win_first_serves_total,win_first_serve_points_won,win_first_serve_points_total,win_second_serve_points_won,win_second_serve_points_total,win_break_points_saved,win_break_points_serve_total,win_service_points_won,win_service_points_total,win_first_serve_return_won,win_first_serve_return_total,win_second_serve_return_won,win_second_serve_return_total,win_break_points_converted,win_break_points_return_total,win_service_games_played,win_return_games_played,win_return_points_won,win_return_points_total,win_total_points_won,win_total_points_total,win_winners,win_forced_errors,win_unforced_errors,win_net_points_won,win_net_points_total,win_fastest_first_serves_kmh,win_average_first_serves_kmh,win_fastest_second_serve_kmh,win_average_second_serve_kmh,los_aces,los_double_faults,los_first_serves_in,los_first_serves_total,los_first_serve_points_won,los_first_serve_points_total,los_second_serve_points_won,los_second_serve_points_total,los_break_points_saved,los_break_points_serve_total,los_service_points_won,los_service_points_total,los_first_serve_return_won,los_first_serve_return_total,los_second_serve_return_won,los_second_serve_return_total,los_break_points_converted,los_break_points_return_total,los_service_games_played,los_return_games_played,los_return_points_won,los_return_points_total,los_total_points_won,los_total_points_total,los_winners,los_forced_errors,los_unforced_errors,los_net_points_won,los_net_points_total,los_fastest_first_serves_kmh,los_average_first_serves_kmh,los_fastest_second_serve_kmh,los_average_second_serve_kmh
1999-451-a203-k148-R32,1999-451,R32,5,,a203,Karim Alami,MAR,25.612,k148,Petr Korda,CZE,30.948,WC,5,76(5) 26 63,2,1,15,15,1,0,http://www.atpworldtour.com/en/scores/1999/451/MS023/match-stats?isLive=False,135,6,2,75,113,50,75,20,38,7,11,70,113,26,75,20,41,3,17,15,14,46,116,116,229,,,,,,,,,,3,4,75,116,49,75,21,41,14,17,70,116,25,75,18,38,4,11,14,15,43,113,113,229,,,,,,,,,
1999-451-a226-s741-R32,1999-451,R32,9,,a226,Hicham Arazi,MAR,25.209,s741,Marat Safin,RUS,18.938,,,16 63 76(5),2,1,14,15,1,0,http://www.atpworldtour.com/en/scores/1999/451/MS021/match-stats?isLive=False,127,3,3,50,92,30,50,23,42,8,14,53,92,15,46,35,65,5,16,14,14,50,111,103,203,,,,,,,,,,8,4,46,111,31,46,30,65,11,16,61,111,20,50,19,42,6,14,14,14,39,92,100,203,,,,,,,,,
1999-451-e121-s424-R32,1999-451,R32,10,,e121,Younes El Aynaoui,MAR,27.311,s424,Fabrice Santoro,FRA,26.069,,,64 61,2,0,12,5,0,0,http://www.atpworldtour.com/en/scores/1999/451/MS017/match-stats?isLive=False,63,4,0,40,61,28,40,14,21,7,7,42,61,9,31,10,13,3,5,9,8,19,44,61,105,,,,,,,,,,5,0,31,44,22,31,3,13,2,5,25,44,12,40,7,21,0,7,8,9,19,61,44,105,,,,,,,,,
1999-451-h336-s572-R32,1999-451,R32,1,,h336,Tim Henman,GBR,24.327,s572,Sjeng Schalken,NED,22.322,1,,62 63,2,0,12,5,0,0,http://www.atpworldtour.com/en/scores/1999/451/MS016/match-stats?isLive=False,64,1,1,30,53,24,30,15,23,2,2,39,53,14,37,8,9,3,5,9,8,22,46,61,99,,,,,,,,,,2,2,37,46,23,37,1,9,2,5,24,46,6,30,8,23,0,2,8,9,14,53,38,99,,,,,,,,,
1999-451-i034-c252-R32,1999-451,R32,4,,i034,Goran Ivanisevic,CRO,27.309,c252,Francisco Clavet,ESP,30.196,4,,63 67(1) 64,2,1,18,14,0,1,http://www.atpworldtour.com/en/scores/1999/451/MS027/match-stats?isLive=False,126,14,3,59,103,46,59,18,44,6,9,64,103,23,55,11,35,5,10,16,15,34,90,98,193,,,,,,,,,,2,3,55,90,32,55,24,35,5,10,56,90,13,59,26,44,3,9,15,16,39,103,95,193,,,,,,,,,
1999-451-k190-r237-R32,1999-451,R32,2,,k190,Bernd Karbacher,GER,30.752,r237,Greg Rusedski,GBR,25.327,WC,2,46 76(3) 63,2,1,17,15,1,0,http://www.atpworldtour.com/en/scores/1999/451/MS031/match-stats?isLive=False,122,2,1,65,98,43,65,20,33,6,10,63,98,15,54,22,39,4,6,16,15,37,93,100,191,,,,,,,,,,8,3,54,93,39,54,17,39,2,6,56,93,22,65,13,33,4,10,15,16,35,98,91,191,,,,,,,,,
1999-451-k267-h284-R32,1999-451,R32,3,,k267,Yevgeny Kafelnikov,RUS,24.879,h284,Stephane Huet,FRA,27.693,3,Q,26 63 64,2,1,14,13,0,0,http://www.atpworldtour.com/en/scores/1999/451/MS020/match-stats?isLive=False,109,5,5,47,85,30,47,17,38,6,11,47,85,22,60,24,41,5,16,14,13,46,101,93,186,,,,,,,,,,15,2,60,101,38,60,17,41,11,16,55,101,17,47,21,38,5,11,13,14,38,85,93,186,,,,,,,,,
1999-451-p226-m578-R32,1999-451,R32,7,,p226,Cedric Pioline,FRA,29.553,m578,Juan Antonio Marin,CRC,23.838,7,,63 61,2,0,12,4,0,0,http://www.atpworldtour.com/en/scores/1999/451/MS028/match-stats?isLive=False,65,11,1,24,46,22,24,12,22,3,3,34,46,10,25,14,23,4,7,8,8,24,48,58,94,,,,,,,,,,2,1,25,48,15,25,9,23,3,7,24,48,2,24,10,22,0,3,8,8,12,46,36,94,,,,,,,,,
1999-451-s015-c328-R32,1999-451,R32,11,,s015,Javier Sanchez,ESP,30.924,c328,Kenneth Carlsen,DEN,25.715,WC,Q,63 64,2,0,12,7,0,0,http://www.atpworldtour.com/en/scores/1999/451/MS029/match-stats?isLive=False,64,1,1,36,52,28,36,13,16,1,1,41,52,10,33,8,16,2,4,10,9,18,49,59,101,,,,,,,,,,3,1,33,49,23,33,8,16,2,4,31,49,8,36,3,16,0,1,9,10,11,52,42,101,,,,,,,,,
1999-451-s568-u032-R32,1999-451,R32,13,,s568,Franco Squillari,ARG,23.368,u032,Bohdan Ulihrach,CZE,23.865,,,26 61 64,2,1,14,11,0,0,http://www.atpworldtour.com/en/scores/1999/451/MS022/match-stats?isLive=False,88,6,4,61,87,42,61,11,26,4,7,53,87,17,43,7,20,4,8,13,12,24,63,77,150,,,,,,,,,,0,1,43,63,26,43,13,20,4,8,39,63,19,61,15,26,3,7,12,13,34,87,73,150,,,,,,,,,
